epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,51.7615,1.4976,1.94132,1.0787,1.04828,0.90174,0.80168,0.91018,0.49525,0.87524,0.78212,0.88104,0.42353,1.54355,2.64326,1.58632,1.09156,0.00246575,0.000465745,0.000465745
12,56.0046,1.50529,1.93914,1.18011,1.04866,0.86807,0.81006,0.90799,0.48191,0.86455,0.78771,0.87486,0.41656,1.56495,2.45076,1.42889,1.0985,0.000472775,0.000472775,0.000472775
13,60.1766,1.4381,1.93488,1.05529,1.05981,0.89093,0.82143,0.91167,0.49446,0.87686,0.79561,0.88065,0.4245,1.52614,2.31621,1.40112,1.09463,0.0004703,0.0004703,0.0004703
14,64.311,1.46091,1.89855,1.10586,1.03606,0.88362,0.84831,0.90892,0.50095,0.87382,0.83176,0.88454,0.43632,1.51829,2.21515,1.28532,1.09228,0.000467825,0.000467825,0.000467825
15,68.4106,1.38357,1.77358,1.03025,1.00911,0.87647,0.8324,0.91088,0.4904,0.85913,0.81771,0.88076,0.42487,1.52566,2.16197,1.12154,1.09778,0.00046535,0.00046535,0.00046535
16,72.7338,1.40478,1.98393,1.00247,1.02103,0.88897,0.84358,0.91481,0.48953,0.88236,0.83806,0.9028,0.42352,1.54052,2.09207,0.99927,1.09904,0.000462875,0.000462875,0.000462875
17,76.9183,1.37403,1.83161,0.92495,1.01575,0.89276,0.86592,0.92305,0.51202,0.887,0.86034,0.91393,0.43648,1.51607,2.04612,0.93318,1.08502,0.0004604,0.0004604,0.0004604
18,81.1817,1.30336,1.83677,0.87026,0.99928,0.90307,0.87989,0.92582,0.52195,0.89733,0.8743,0.91886,0.45446,1.47603,1.9984,0.88902,1.07549,0.000457925,0.000457925,0.000457925
19,85.3945,1.39761,1.73889,0.97765,1.0011,0.91347,0.88464,0.93365,0.53924,0.90197,0.87384,0.91878,0.43471,1.42106,1.97303,0.84956,1.05422,0.00045545,0.00045545,0.00045545
20,89.6052,1.34385,1.79492,0.91558,1.03805,0.9169,0.87151,0.93621,0.5389,0.90208,0.85754,0.91519,0.43957,1.43811,1.9705,0.83656,1.05754,0.000452975,0.000452975,0.000452975
21,93.864,1.33562,1.80043,0.91357,1.0173,0.92034,0.86872,0.94006,0.54104,0.9057,0.85845,0.91864,0.4295,1.44376,1.95659,0.82709,1.05833,0.0004505,0.0004505,0.0004505
22,98.0677,1.38867,1.78609,0.88634,0.99145,0.92006,0.87989,0.93953,0.53941,0.90227,0.85475,0.91331,0.43219,1.44486,1.92935,0.81578,1.05393,0.000448025,0.000448025,0.000448025
23,102.28,1.37683,1.89638,0.84213,0.99698,0.91539,0.87151,0.93767,0.5383,0.91904,0.85611,0.92484,0.43543,1.45379,1.91012,0.81358,1.04979,0.00044555,0.00044555,0.00044555
24,106.533,1.32136,1.79742,0.83212,0.99528,0.90041,0.88388,0.93439,0.5375,0.89273,0.87151,0.91947,0.43461,1.43466,1.89888,0.818,1.0396,0.000443075,0.000443075,0.000443075
25,110.803,1.31219,1.75565,0.9042,0.98386,0.90467,0.87709,0.93635,0.53815,0.88974,0.86313,0.91067,0.43286,1.41168,1.88601,0.81019,1.03243,0.0004406,0.0004406,0.0004406
26,114.996,1.39199,1.8176,0.89331,1.03259,0.90314,0.88559,0.94213,0.53892,0.88204,0.88268,0.92452,0.43671,1.41167,1.88203,0.81133,1.0301,0.000438125,0.000438125,0.000438125
27,119.233,1.30585,1.73029,0.83206,0.95019,0.90287,0.88283,0.94226,0.53613,0.88277,0.86242,0.92454,0.43876,1.44925,1.91023,0.82327,1.03478,0.00043565,0.00043565,0.00043565
28,123.311,1.32443,1.68842,0.83825,0.96175,0.8873,0.9017,0.94345,0.54103,0.86883,0.88827,0.92501,0.44562,1.45065,1.88357,0.81289,1.03277,0.000433175,0.000433175,0.000433175
29,127.412,1.27607,1.65679,0.80983,0.97166,0.91041,0.88268,0.9465,0.55652,0.89112,0.89385,0.93453,0.46848,1.44386,1.85757,0.787,1.02974,0.0004307,0.0004307,0.0004307
30,131.638,1.35642,1.85271,0.85012,0.99927,0.90619,0.89042,0.946,0.56444,0.89295,0.89106,0.92986,0.48067,1.426,1.86515,0.76858,1.02641,0.000428225,0.000428225,0.000428225
31,136.003,1.338,1.84753,0.81505,1.00557,0.90022,0.90727,0.95095,0.56266,0.89541,0.89944,0.93521,0.48513,1.42731,1.88439,0.75361,1.02497,0.00042575,0.00042575,0.00042575
32,140.117,1.38136,1.73254,1.06715,1.03053,0.91488,0.90068,0.95188,0.56614,0.90706,0.89958,0.93564,0.48878,1.41296,1.86877,0.74662,1.02422,0.000423275,0.000423275,0.000423275
33,144.404,1.34539,1.7742,0.81006,1.00029,0.92013,0.90105,0.95531,0.57297,0.91728,0.89826,0.94679,0.48822,1.40605,1.87139,0.73664,1.02444,0.0004208,0.0004208,0.0004208
34,148.392,1.33254,1.71992,0.80765,0.99631,0.91831,0.9106,0.96124,0.57788,0.91712,0.90503,0.95237,0.48682,1.39236,1.87381,0.74241,1.0209,0.000418325,0.000418325,0.000418325
35,152.598,1.2926,1.68134,0.77507,0.9734,0.92406,0.91768,0.96493,0.57567,0.92065,0.91061,0.94703,0.4784,1.40865,1.88148,0.78926,1.01813,0.00041585,0.00041585,0.00041585
36,156.857,1.29874,1.65103,0.86709,0.94191,0.9299,0.92629,0.96363,0.56692,0.92148,0.91791,0.94858,0.4805,1.41501,1.86755,0.78287,1.01723,0.000413375,0.000413375,0.000413375
37,161.006,1.31982,1.70389,0.77917,0.99209,0.93447,0.91619,0.96503,0.57053,0.92583,0.90657,0.9478,0.47646,1.39402,1.8276,0.76358,1.00751,0.0004109,0.0004109,0.0004109
38,165.333,1.33016,1.76563,0.76278,0.98667,0.92514,0.93198,0.96553,0.58208,0.90567,0.91184,0.9444,0.48762,1.35823,1.78533,0.73892,0.99831,0.000408425,0.000408425,0.000408425
39,169.592,1.29445,1.66073,0.80097,0.97376,0.91419,0.93296,0.96781,0.58217,0.89503,0.91341,0.94767,0.49105,1.35231,1.7745,0.73233,0.99544,0.00040595,0.00040595,0.00040595
40,173.884,1.27428,1.71094,0.75358,0.96456,0.93232,0.93855,0.96902,0.59415,0.91316,0.91899,0.95008,0.49555,1.34207,1.76138,0.71751,0.99435,0.000403475,0.000403475,0.000403475
41,178.142,1.24335,1.62881,0.74637,0.95663,0.9359,0.92458,0.9701,0.5943,0.92375,0.90503,0.94062,0.49884,1.33804,1.75728,0.70779,0.99647,0.000401,0.000401,0.000401
42,182.436,1.24963,1.66676,0.74647,0.99207,0.94833,0.92288,0.97263,0.59672,0.93113,0.90223,0.95086,0.50004,1.3566,1.78124,0.70472,1.0032,0.000398525,0.000398525,0.000398525
43,186.615,1.27508,1.7231,0.75433,0.94518,0.94855,0.92705,0.97253,0.60773,0.9336,0.91341,0.95646,0.4922,1.3576,1.79331,0.71257,1.00546,0.00039605,0.00039605,0.00039605
44,190.646,1.31378,1.64664,0.76975,0.96078,0.96233,0.9277,0.97607,0.60635,0.94716,0.90121,0.95873,0.47622,1.35224,1.78339,0.69438,1.00273,0.000393575,0.000393575,0.000393575
45,194.873,1.2303,1.59555,0.71388,0.95636,0.95637,0.91836,0.97219,0.60681,0.9442,0.89805,0.95116,0.46101,1.3351,1.7911,0.67772,0.99557,0.0003911,0.0003911,0.0003911
46,199.365,1.27104,1.6953,0.69542,0.97561,0.95047,0.9162,0.97263,0.60103,0.94143,0.90503,0.94737,0.45851,1.32352,1.7845,0.68448,0.99548,0.000388625,0.000388625,0.000388625
47,204.182,1.25131,1.66249,0.71696,0.99082,0.95882,0.91049,0.97237,0.60033,0.93937,0.9088,0.95067,0.46534,1.32281,1.76437,0.68372,0.99427,0.00038615,0.00038615,0.00038615
48,208.714,1.248,1.65643,0.72633,0.94937,0.95296,0.90541,0.97187,0.60548,0.94262,0.91341,0.95905,0.46804,1.32066,1.7681,0.6907,0.99523,0.000383675,0.000383675,0.000383675
49,213.01,1.22174,1.59636,0.76253,0.98043,0.96108,0.90223,0.96892,0.60538,0.92182,0.92737,0.95959,0.4688,1.34356,1.76329,0.70373,1.00459,0.0003812,0.0003812,0.0003812
50,217.326,1.23205,1.61296,0.73262,0.93834,0.93734,0.91899,0.97055,0.60219,0.91775,0.91341,0.9471,0.46492,1.35961,1.77313,0.71221,1.00702,0.000378725,0.000378725,0.000378725
51,222.024,1.29298,1.59685,0.74232,0.97101,0.94648,0.9385,0.97477,0.61253,0.93195,0.92458,0.95792,0.47492,1.35641,1.75289,0.70717,1.00081,0.00037625,0.00037625,0.00037625
52,226.432,1.25385,1.60538,0.75727,0.94714,0.9473,0.92737,0.97825,0.62359,0.93152,0.91341,0.95693,0.4955,1.34054,1.72975,0.70601,0.99567,0.000373775,0.000373775,0.000373775
53,230.902,1.19911,1.56902,0.7405,0.96435,0.95176,0.93575,0.97897,0.61922,0.93467,0.91913,0.95609,0.50194,1.32828,1.71591,0.69848,0.98815,0.0003713,0.0003713,0.0003713
54,235.228,1.25062,1.69811,0.73966,0.97302,0.94527,0.92737,0.97345,0.61768,0.93783,0.91899,0.96064,0.51185,1.33143,1.70061,0.69576,0.98704,0.000368825,0.000368825,0.000368825
55,239.646,1.28461,1.63017,0.73404,0.97882,0.94099,0.92458,0.97264,0.61813,0.92962,0.91341,0.95814,0.51517,1.32179,1.68975,0.6793,0.98549,0.00036635,0.00036635,0.00036635
56,244.217,1.21132,1.58558,0.74642,0.9646,0.93086,0.94026,0.97482,0.62435,0.93458,0.91782,0.95149,0.49958,1.31622,1.69436,0.68561,0.98243,0.000363875,0.000363875,0.000363875
57,248.448,1.20676,1.50631,0.72613,0.95197,0.93876,0.94196,0.97741,0.62205,0.94284,0.92153,0.96181,0.49755,1.31699,1.68447,0.68662,0.9829,0.0003614,0.0003614,0.0003614
58,252.695,1.20865,1.56669,0.69664,0.94351,0.94862,0.93575,0.97629,0.62367,0.93771,0.91341,0.95481,0.49605,1.3292,1.67136,0.69475,0.98611,0.000358925,0.000358925,0.000358925
59,257.115,1.25756,1.60007,0.71098,0.9714,0.93599,0.91899,0.97527,0.60635,0.93692,0.90503,0.9616,0.50093,1.35265,1.7084,0.71419,0.99987,0.00035645,0.00035645,0.00035645
60,261.537,1.26878,1.6122,0.6912,0.96438,0.91593,0.94338,0.97674,0.61808,0.93651,0.90643,0.96592,0.50235,1.32703,1.70587,0.70125,0.99514,0.000353975,0.000353975,0.000353975
61,265.771,1.24246,1.57414,0.66815,0.92945,0.93382,0.94596,0.97781,0.62116,0.92213,0.92616,0.96415,0.49707,1.32021,1.69961,0.68658,0.99241,0.0003515,0.0003515,0.0003515
62,269.903,1.16463,1.5171,0.67991,0.92986,0.93181,0.9581,0.97936,0.62093,0.93878,0.93017,0.96616,0.50125,1.30114,1.70524,0.67339,0.98597,0.000349025,0.000349025,0.000349025
63,274.44,1.17983,1.51731,0.65219,0.91542,0.93141,0.94826,0.97588,0.615,0.94796,0.91581,0.96228,0.51537,1.31931,1.73448,0.67816,0.98968,0.00034655,0.00034655,0.00034655
64,278.856,1.20844,1.54699,0.68377,0.95563,0.93626,0.9437,0.97635,0.61723,0.92798,0.93574,0.96577,0.52034,1.31862,1.74918,0.67993,0.98585,0.000344075,0.000344075,0.000344075
65,283.425,1.19969,1.58548,0.68133,0.92791,0.92929,0.95444,0.97712,0.62664,0.93037,0.93303,0.96689,0.51105,1.29751,1.73272,0.67471,0.97993,0.0003416,0.0003416,0.0003416
66,287.801,1.2099,1.60596,0.67296,0.96917,0.94002,0.95251,0.97998,0.63241,0.95076,0.9169,0.96335,0.51407,1.28509,1.71187,0.65968,0.97453,0.000339125,0.000339125,0.000339125
67,292.386,1.23301,1.64577,0.6718,0.93899,0.95419,0.94693,0.98267,0.63947,0.96258,0.92458,0.97256,0.51311,1.27168,1.69773,0.65017,0.97154,0.00033665,0.00033665,0.00033665
68,296.623,1.12232,1.46555,0.66369,0.9127,0.94553,0.94134,0.97807,0.62835,0.93242,0.92458,0.96807,0.52053,1.27385,1.71638,0.65823,0.97422,0.000334175,0.000334175,0.000334175
69,301.086,1.16675,1.50083,0.66953,0.90928,0.9418,0.9493,0.97721,0.62832,0.92173,0.93575,0.9642,0.5125,1.28078,1.71188,0.66357,0.97368,0.0003317,0.0003317,0.0003317
70,306.266,1.22056,1.62601,0.66205,0.93817,0.95262,0.95481,0.98396,0.64475,0.94426,0.94643,0.96707,0.51485,1.26336,1.69123,0.64534,0.96984,0.000329225,0.000329225,0.000329225
71,310.612,1.22907,1.58993,0.68485,0.94643,0.94759,0.95251,0.98333,0.64526,0.93926,0.94413,0.97144,0.52349,1.26023,1.6844,0.63564,0.9706,0.00032675,0.00032675,0.00032675
72,315.035,1.17796,1.52003,0.68948,0.95333,0.94714,0.96369,0.98565,0.6439,0.93669,0.95061,0.96912,0.52801,1.2659,1.68441,0.63533,0.97468,0.000324275,0.000324275,0.000324275
73,319.621,1.17627,1.55421,0.64692,0.94244,0.94769,0.94972,0.98082,0.63913,0.93654,0.93855,0.97024,0.53064,1.29027,1.6947,0.64034,0.98084,0.0003218,0.0003218,0.0003218
74,324.38,1.26983,1.63609,0.666,0.96265,0.9449,0.95809,0.98156,0.63915,0.97081,0.91061,0.9711,0.53261,1.29811,1.70717,0.64784,0.98407,0.000319325,0.000319325,0.000319325
75,328.739,1.19968,1.61305,0.66272,0.95952,0.96512,0.92747,0.97953,0.65102,0.95641,0.91926,0.96937,0.53712,1.25601,1.66783,0.63367,0.96942,0.00031685,0.00031685,0.00031685
76,333.097,1.11161,1.43791,0.63796,0.90475,0.97147,0.951,0.9837,0.65093,0.95434,0.93402,0.97476,0.5281,1.25131,1.65408,0.62822,0.96588,0.000314375,0.000314375,0.000314375
77,337.544,1.15823,1.50997,0.65395,0.91213,0.97134,0.94665,0.98239,0.65408,0.95987,0.93548,0.97673,0.53395,1.24879,1.64798,0.62575,0.96528,0.0003119,0.0003119,0.0003119
78,341.887,1.16459,1.57289,0.64005,0.93972,0.96859,0.9581,0.98662,0.65199,0.96575,0.94512,0.97804,0.53781,1.23515,1.64553,0.62361,0.96415,0.000309425,0.000309425,0.000309425
79,346.431,1.17417,1.50995,0.66776,0.92848,0.97145,0.95037,0.98566,0.65218,0.95992,0.93855,0.97363,0.54862,1.2489,1.66504,0.63267,0.96847,0.00030695,0.00030695,0.00030695
80,350.937,1.15608,1.49976,0.66923,0.92202,0.9742,0.94931,0.98271,0.6508,0.96805,0.93575,0.97571,0.54975,1.26225,1.68015,0.63047,0.97314,0.000304475,0.000304475,0.000304475
81,355.555,1.15543,1.47812,0.66659,0.93301,0.97628,0.94693,0.98301,0.65312,0.97373,0.93195,0.97282,0.54069,1.26373,1.68416,0.63471,0.97423,0.000302,0.000302,0.000302
82,360.125,1.17792,1.49785,0.66035,0.91153,0.97512,0.94693,0.98188,0.65362,0.94974,0.95011,0.97227,0.53963,1.2519,1.67212,0.62734,0.97166,0.000299525,0.000299525,0.000299525
83,364.799,1.16542,1.5575,0.63458,0.93512,0.97276,0.96089,0.98372,0.65586,0.96428,0.95251,0.97736,0.53753,1.25788,1.62843,0.61491,0.97165,0.00029705,0.00029705,0.00029705
84,369.049,1.20041,1.58814,0.6404,0.92757,0.97283,0.96089,0.98246,0.6478,0.97,0.9581,0.98015,0.54462,1.27531,1.62837,0.6171,0.97412,0.000294575,0.000294575,0.000294575
85,373.339,1.19134,1.55798,0.62668,0.94171,0.9828,0.95757,0.98372,0.64914,0.9742,0.9494,0.97788,0.5392,1.27428,1.62599,0.61561,0.97281,0.0002921,0.0002921,0.0002921
86,377.357,1.12444,1.43995,0.62573,0.90565,0.97716,0.95617,0.9837,0.65412,0.96861,0.94802,0.97666,0.52924,1.27258,1.62848,0.61717,0.9734,0.000289625,0.000289625,0.000289625
87,381.318,1.09757,1.5009,0.62056,0.93262,0.97838,0.96089,0.9842,0.65674,0.96865,0.94945,0.97196,0.52331,1.27347,1.64466,0.61531,0.97532,0.00028715,0.00028715,0.00028715
88,385.294,1.15383,1.53535,0.63554,0.92694,0.98285,0.96065,0.98382,0.65464,0.9742,0.94931,0.97262,0.52567,1.28746,1.65768,0.62342,0.98002,0.000284675,0.000284675,0.000284675
89,389.412,1.14996,1.48221,0.6368,0.94442,0.98396,0.96369,0.98304,0.65557,0.97143,0.95251,0.97757,0.52789,1.29186,1.6602,0.63494,0.98217,0.0002822,0.0002822,0.0002822
90,393.52,1.12309,1.47927,0.64533,0.93615,0.98009,0.96244,0.98316,0.65758,0.96592,0.94693,0.97195,0.53348,1.27788,1.65208,0.63485,0.97924,0.000279725,0.000279725,0.000279725
91,397.7,1.12691,1.52086,0.62171,0.91903,0.97579,0.96369,0.98537,0.66741,0.96386,0.95251,0.978,0.53731,1.25214,1.629,0.60819,0.97297,0.00027725,0.00027725,0.00027725
92,402.337,1.17757,1.49251,0.63334,0.91757,0.96704,0.96369,0.98506,0.66922,0.96144,0.9581,0.98055,0.52927,1.2555,1.62419,0.59748,0.97349,0.000274775,0.000274775,0.000274775
93,407.072,1.1273,1.4359,0.63724,0.9287,0.96402,0.96927,0.98774,0.67316,0.95847,0.96369,0.98054,0.52925,1.24854,1.62754,0.59032,0.97085,0.0002723,0.0002723,0.0002723
94,411.683,1.0923,1.4759,0.61763,0.90777,0.9741,0.96927,0.98892,0.66912,0.96848,0.96369,0.981,0.52211,1.24062,1.634,0.58216,0.96816,0.000269825,0.000269825,0.000269825
95,416.127,1.20629,1.61695,0.64514,0.97122,0.97384,0.96648,0.98445,0.66227,0.96799,0.96089,0.9795,0.52075,1.23668,1.64477,0.59267,0.96525,0.00026735,0.00026735,0.00026735
96,420.798,1.15673,1.50378,0.62581,0.94142,0.97055,0.96369,0.98278,0.66168,0.96211,0.95531,0.97714,0.52365,1.23099,1.6399,0.60005,0.965,0.000264875,0.000264875,0.000264875
97,425.366,1.10039,1.42278,0.59929,0.90144,0.96369,0.96386,0.98216,0.66364,0.94694,0.94721,0.97501,0.53238,1.23132,1.63369,0.60093,0.96257,0.0002624,0.0002624,0.0002624
98,429.805,1.11831,1.44904,0.64717,0.91639,0.97609,0.96369,0.98268,0.66524,0.95548,0.94134,0.96887,0.52885,1.23848,1.62386,0.61188,0.96497,0.000259925,0.000259925,0.000259925
99,434.12,1.13766,1.49593,0.62281,0.90587,0.9634,0.96927,0.98364,0.66623,0.96266,0.95531,0.97585,0.52394,1.23997,1.6313,0.60617,0.96419,0.00025745,0.00025745,0.00025745
100,438.746,1.12159,1.43167,0.60498,0.92768,0.96725,0.96648,0.98322,0.66804,0.9604,0.9581,0.97565,0.52079,1.23924,1.63495,0.59928,0.96657,0.000254975,0.000254975,0.000254975
101,444.199,1.15252,1.51227,0.6164,0.93658,0.96364,0.96245,0.98282,0.66319,0.95806,0.95716,0.97693,0.51953,1.23199,1.63672,0.60324,0.96577,0.0002525,0.0002525,0.0002525
102,448.79,1.06426,1.3427,0.58025,0.8885,0.96197,0.9581,0.98257,0.66398,0.95916,0.95531,0.98066,0.53779,1.23732,1.63406,0.60857,0.96619,0.000250025,0.000250025,0.000250025
103,453.203,1.06744,1.41372,0.60566,0.92222,0.99112,0.93574,0.98821,0.66137,0.98817,0.93295,0.98036,0.54757,1.2318,1.63655,0.61055,0.96693,0.00024755,0.00024755,0.00024755
104,457.882,1.08554,1.43589,0.60054,0.91334,0.971,0.95531,0.98801,0.66144,0.96816,0.95251,0.98,0.55558,1.23632,1.63822,0.61252,0.96762,0.000245075,0.000245075,0.000245075
105,462.357,1.14086,1.43713,0.60917,0.92876,0.98247,0.93928,0.98178,0.65416,0.98301,0.93017,0.97713,0.54618,1.23487,1.64997,0.59795,0.96739,0.0002426,0.0002426,0.0002426
106,467.142,1.05693,1.3609,0.58789,0.88678,0.96263,0.96369,0.98246,0.65604,0.97656,0.93117,0.97751,0.54623,1.23769,1.66037,0.60003,0.96696,0.000240125,0.000240125,0.000240125
107,472.105,1.10532,1.47868,0.60291,0.90883,0.98184,0.94693,0.98881,0.67342,0.97593,0.94134,0.97915,0.55534,1.20964,1.63758,0.58989,0.96027,0.00023765,0.00023765,0.00023765
108,477.599,1.05122,1.37489,0.6042,0.9119,0.97984,0.95017,0.98983,0.67263,0.97408,0.9448,0.9805,0.54464,1.20519,1.63353,0.57433,0.96195,0.000235175,0.000235175,0.000235175
109,482.843,1.14737,1.44514,0.61446,0.88203,0.97809,0.95251,0.99031,0.67342,0.97522,0.94972,0.98299,0.54254,1.20957,1.63613,0.57409,0.9613,0.0002327,0.0002327,0.0002327
110,488.048,1.15646,1.51115,0.60059,0.91797,0.98554,0.95162,0.98689,0.66751,0.98264,0.94882,0.98251,0.53834,1.20766,1.63659,0.56671,0.96143,0.000230225,0.000230225,0.000230225
111,492.347,1.07965,1.46097,0.57184,0.92453,0.97185,0.96439,0.98402,0.671,0.96904,0.96159,0.98273,0.53682,1.1939,1.62329,0.56903,0.95734,0.00022775,0.00022775,0.00022775
112,496.67,1.11651,1.42971,0.6208,0.88824,0.97252,0.96648,0.98419,0.66651,0.9691,0.96374,0.98278,0.54178,1.19202,1.62125,0.56642,0.95701,0.000225275,0.000225275,0.000225275
113,500.918,1.10175,1.3581,0.6077,0.93384,0.98015,0.96564,0.98418,0.66459,0.97448,0.96005,0.98082,0.55983,1.20954,1.62651,0.56416,0.963,0.0002228,0.0002228,0.0002228
114,505.045,1.02308,1.36727,0.58827,0.89289,0.98276,0.96648,0.99166,0.66361,0.9769,0.96089,0.98138,0.56785,1.21884,1.63856,0.57516,0.96529,0.000220325,0.000220325,0.000220325
115,509.45,1.11993,1.4442,0.59244,0.89566,0.96093,0.96192,0.99002,0.66146,0.96494,0.95531,0.98149,0.58044,1.24151,1.65136,0.58598,0.96842,0.00021785,0.00021785,0.00021785
116,513.92,1.15289,1.46335,0.61886,0.93474,0.96245,0.96089,0.99027,0.6633,0.95685,0.95531,0.98087,0.57235,1.23714,1.63969,0.58826,0.96748,0.000215375,0.000215375,0.000215375
117,518.305,1.10581,1.39895,0.61002,0.90436,0.96585,0.96089,0.99077,0.67353,0.95742,0.95251,0.97911,0.55768,1.22213,1.61814,0.57946,0.96458,0.0002129,0.0002129,0.0002129
118,522.606,1.07681,1.43937,0.57716,0.90593,0.97036,0.94972,0.98827,0.67825,0.96466,0.94413,0.97986,0.54491,1.20698,1.60724,0.57666,0.96013,0.000210425,0.000210425,0.000210425
119,526.867,1.09354,1.38141,0.57371,0.90033,0.97265,0.9581,0.99047,0.679,0.96387,0.94972,0.98025,0.53958,1.21392,1.59365,0.57204,0.9573,0.00020795,0.00020795,0.00020795
120,531.315,1.07549,1.44426,0.57367,0.87799,0.97965,0.96369,0.99116,0.68001,0.97113,0.95531,0.98123,0.53875,1.21806,1.59143,0.56324,0.95832,0.000205475,0.000205475,0.000205475
121,535.51,1.06987,1.40785,0.57954,0.90855,0.98478,0.96089,0.99107,0.68236,0.97315,0.94972,0.97976,0.55047,1.22144,1.60459,0.56399,0.95683,0.000203,0.000203,0.000203
122,539.757,1.00901,1.39064,0.55075,0.90237,0.98159,0.9581,0.99051,0.68221,0.97014,0.94693,0.97942,0.55659,1.21755,1.61218,0.56692,0.95502,0.000200525,0.000200525,0.000200525
123,544.033,1.09272,1.47341,0.59533,0.93176,0.98712,0.96369,0.99113,0.68761,0.96709,0.94413,0.97513,0.56596,1.19802,1.59676,0.57078,0.95174,0.00019805,0.00019805,0.00019805
124,548.359,1.02671,1.47193,0.57659,0.91154,0.98498,0.96089,0.98912,0.68513,0.9678,0.94413,0.97485,0.56266,1.20535,1.58506,0.5759,0.95293,0.000195575,0.000195575,0.000195575
125,552.681,0.96753,1.29992,0.55249,0.87686,0.97953,0.95531,0.98536,0.68443,0.96521,0.94134,0.97595,0.55446,1.20635,1.58396,0.57073,0.95586,0.0001931,0.0001931,0.0001931
126,557.054,1.09851,1.35521,0.57845,0.89347,0.97804,0.96089,0.98959,0.68917,0.96383,0.94693,0.97559,0.54991,1.21373,1.58691,0.56869,0.95632,0.000190625,0.000190625,0.000190625
127,561.371,1.06901,1.4202,0.57298,0.88844,0.97805,0.96089,0.98939,0.688,0.96375,0.94693,0.97366,0.5512,1.21528,1.5918,0.5666,0.95599,0.00018815,0.00018815,0.00018815
128,565.698,1.08222,1.35291,0.58369,0.9198,0.96994,0.9581,0.98901,0.68755,0.9558,0.94413,0.97252,0.53725,1.22095,1.60689,0.56991,0.95535,0.000185675,0.000185675,0.000185675
129,569.873,1.06014,1.34102,0.58109,0.88997,0.97316,0.9581,0.98954,0.68636,0.96166,0.94693,0.9734,0.52949,1.21818,1.6206,0.56811,0.95374,0.0001832,0.0001832,0.0001832
130,574.359,1.07559,1.43351,0.57132,0.90404,0.97915,0.96089,0.98991,0.68677,0.97061,0.95251,0.98024,0.53509,1.21167,1.61914,0.56385,0.95263,0.000180725,0.000180725,0.000180725
131,578.59,0.98412,1.26109,0.5563,0.89006,0.9805,0.9581,0.98984,0.68789,0.97537,0.95251,0.98286,0.55336,1.21648,1.59662,0.57129,0.95312,0.00017825,0.00017825,0.00017825
