epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,2639.19,1.08015,1.4315,0.63329,0.90132,0.9474,0.85763,0.92525,0.60903,0.9474,0.85763,0.92271,0.50142,1.20619,1.91305,0.72185,1.01857,0.00019805,0.00019805,0.00019805
124,2658.87,1.03953,1.47456,0.65581,0.93301,0.9474,0.85763,0.92525,0.60903,0.9474,0.85763,0.92271,0.50142,1.20619,1.91305,0.72185,1.01857,0.000195575,0.000195575,0.000195575
125,2679.39,1.12734,1.51564,0.68329,0.94505,0.9474,0.85763,0.92525,0.60903,0.9474,0.85763,0.92271,0.50142,1.20619,1.91305,0.72185,1.01857,0.0001931,0.0001931,0.0001931
126,2702.34,1.01895,1.33177,0.62496,0.88843,0.94809,0.86975,0.91043,0.60962,0.94809,0.86975,0.90933,0.49034,1.20827,1.9157,0.72152,1.02189,0.000190625,0.000190625,0.000190625
127,2722,0.98797,1.35142,0.68694,0.91626,0.94809,0.86975,0.91043,0.60962,0.94809,0.86975,0.90933,0.49034,1.20827,1.9157,0.72152,1.02189,0.00018815,0.00018815,0.00018815
128,2744.09,1.12133,1.48057,0.67015,0.94255,0.94809,0.86975,0.91043,0.60962,0.94809,0.86975,0.90933,0.49034,1.20827,1.9157,0.72152,1.02189,0.000185675,0.000185675,0.000185675
129,2764.24,0.94102,1.31886,0.63734,0.89352,0.94809,0.86975,0.91043,0.60962,0.94809,0.86975,0.90933,0.49034,1.20827,1.9157,0.72152,1.02189,0.0001832,0.0001832,0.0001832
130,2784.74,0.93337,1.31662,0.64531,0.89686,0.94822,0.87196,0.90432,0.60364,0.94822,0.87196,0.9101,0.49019,1.2106,1.90802,0.72719,1.02281,0.000180725,0.000180725,0.000180725
131,2804.76,1.06425,1.45685,0.64335,0.93288,0.94822,0.87196,0.90432,0.60364,0.94822,0.87196,0.9101,0.49019,1.2106,1.90802,0.72719,1.02281,0.00017825,0.00017825,0.00017825
132,2823.98,0.94883,1.33992,0.663,0.89577,0.94822,0.87196,0.90432,0.60364,0.94822,0.87196,0.9101,0.49019,1.2106,1.90802,0.72719,1.02281,0.000175775,0.000175775,0.000175775
133,2843.92,1.00459,1.46576,0.63974,0.90369,0.94822,0.87196,0.90432,0.60364,0.94822,0.87196,0.9101,0.49019,1.2106,1.90802,0.72719,1.02281,0.0001733,0.0001733,0.0001733
134,2863.61,0.96008,1.31388,0.62046,0.9019,0.94115,0.87302,0.90905,0.6045,0.94115,0.87302,0.90928,0.48791,1.20793,1.92356,0.72793,1.02205,0.000170825,0.000170825,0.000170825
135,2883.26,0.97371,1.3739,0.63233,0.90272,0.94115,0.87302,0.90905,0.6045,0.94115,0.87302,0.90928,0.48791,1.20793,1.92356,0.72793,1.02205,0.00016835,0.00016835,0.00016835
136,2905.38,1.06989,1.35482,0.66436,0.9368,0.94115,0.87302,0.90905,0.6045,0.94115,0.87302,0.90928,0.48791,1.20793,1.92356,0.72793,1.02205,0.000165875,0.000165875,0.000165875
137,2924.82,0.95006,1.30273,0.63745,0.88903,0.94115,0.87302,0.90905,0.6045,0.94115,0.87302,0.90928,0.48791,1.20793,1.92356,0.72793,1.02205,0.0001634,0.0001634,0.0001634
138,2946.61,0.99377,1.29862,0.6506,0.87266,0.9174,0.90476,0.90865,0.60089,0.94052,0.87302,0.8967,0.47562,1.20872,1.93056,0.7271,1.01967,0.000160925,0.000160925,0.000160925
139,2967.54,1.10098,1.45569,0.66078,0.91598,0.9174,0.90476,0.90865,0.60089,0.94052,0.87302,0.8967,0.47562,1.20872,1.93056,0.7271,1.01967,0.00015845,0.00015845,0.00015845
140,2986.83,1.05073,1.36193,0.67412,0.91,0.9174,0.90476,0.90865,0.60089,0.94052,0.87302,0.8967,0.47562,1.20872,1.93056,0.7271,1.01967,0.000155975,0.000155975,0.000155975
141,3007.73,1.09412,1.46159,0.69841,0.93173,0.9174,0.90476,0.90865,0.60089,0.94052,0.87302,0.8967,0.47562,1.20872,1.93056,0.7271,1.01967,0.0001535,0.0001535,0.0001535
142,3030.5,1.0675,1.39148,0.63559,0.89645,0.88857,0.90476,0.92103,0.5989,0.91239,0.87302,0.89517,0.47095,1.21621,1.94525,0.72399,1.02042,0.000151025,0.000151025,0.000151025
