epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,41.1491,2.05608,3.12365,1.15329,0.94091,0.0816,0.08174,0.08822,0.033,0.0816,0.08174,0.08119,0.02835,2.93376,10.025,2.21322,1.25903,0.0018119,0.0018119,0.0018119
21,43.2976,2.19792,3.28894,3.38119,1.01766,0.02349,0.14087,0.01228,0.00483,0.0176,0.10609,0.00904,0.00281,3.12631,6.27126,16.7666,1.38982,0.001802,0.001802,0.001802
22,45.1943,2.20231,3.13289,2.5129,0.99314,0.65699,0.49043,0.507,0.17124,0.43094,0.31652,0.26623,0.05999,2.37472,4.83854,1.46373,1.06472,0.0017921,0.0017921,0.0017921
23,47.2585,2.14158,3.16343,1.32806,1.0194,0.86955,0.54783,0.62047,0.29234,0.73393,0.46087,0.47452,0.14729,2.00088,3.45215,1.46336,0.99729,0.0017822,0.0017822,0.0017822
24,51.0046,2.23288,3.21404,1.53948,1.03003,0.8155,0.66261,0.72321,0.34416,0.75163,0.58609,0.62127,0.2292,1.99498,3.05976,1.08643,1.00074,0.0017723,0.0017723,0.0017723
25,53.8701,2.15093,3.13544,1.3233,1.03763,0.8155,0.66261,0.72321,0.34416,0.75163,0.58609,0.62127,0.2292,1.99498,3.05976,1.08643,1.00074,0.0017624,0.0017624,0.0017624
26,56.3831,2.11369,3.19733,0.96041,1.00002,0.81402,0.75826,0.78699,0.36234,0.74822,0.64174,0.64813,0.21449,1.92211,2.86143,0.87232,0.96238,0.0017525,0.0017525,0.0017525
27,58.7576,1.94219,2.81614,1.16857,0.96807,0.83806,0.73802,0.78302,0.38345,0.76468,0.65565,0.67257,0.25679,1.80275,2.7945,0.85139,0.95126,0.0017426,0.0017426,0.0017426
28,60.9764,1.85459,2.86834,0.93724,0.85651,0.83958,0.65913,0.73461,0.35398,0.71242,0.56348,0.58487,0.20603,1.82845,2.98762,0.87023,0.95178,0.0017327,0.0017327,0.0017327
29,62.9431,2.02087,3.08002,1.13028,1.02559,0.80555,0.64121,0.70277,0.34441,0.72449,0.56,0.57373,0.18034,1.83577,2.98688,0.99433,0.96786,0.0017228,0.0017228,0.0017228
30,65.2925,2.1438,3.10306,1.2424,1.01456,0.798,0.67304,0.72329,0.33896,0.68884,0.54435,0.52485,0.15241,1.85726,3.30527,1.05243,0.97312,0.0017129,0.0017129,0.0017129
31,67.6765,2.20382,3.39847,0.91982,0.96802,0.798,0.67304,0.72329,0.33896,0.68884,0.54435,0.52485,0.15241,1.85726,3.30527,1.05243,0.97312,0.001703,0.001703,0.001703
32,69.9604,2.09172,3.09714,0.89762,0.95591,0.79978,0.70435,0.75157,0.35406,0.77748,0.57118,0.60991,0.19774,1.84556,3.57596,0.92565,0.97224,0.0016931,0.0016931,0.0016931
33,72.2891,1.93857,2.96418,1.03386,0.92791,0.82674,0.68348,0.73161,0.34729,0.79862,0.58783,0.6135,0.21361,1.84999,3.19758,0.91316,0.97466,0.0016832,0.0016832,0.0016832
34,74.227,2.18793,3.11329,0.9412,0.95377,0.82996,0.74783,0.78744,0.37981,0.76266,0.58435,0.5864,0.17812,1.78872,3.08022,0.85121,0.95671,0.0016733,0.0016733,0.0016733
35,76.3926,2.06595,3.10508,0.89208,0.99731,0.84308,0.72522,0.78406,0.3937,0.75722,0.59304,0.61044,0.18998,1.79741,2.84929,0.83088,0.95855,0.0016634,0.0016634,0.0016634
36,78.5516,2.02395,2.83631,0.91856,0.97222,0.84308,0.72522,0.78406,0.3937,0.75722,0.59304,0.61044,0.18998,1.79741,2.84929,0.83088,0.95855,0.0016535,0.0016535,0.0016535
37,80.5777,2.13643,3.22971,0.94429,0.98088,0.8496,0.69043,0.71774,0.34331,0.80194,0.63375,0.65153,0.23663,1.92337,2.94086,0.82692,0.99072,0.0016436,0.0016436,0.0016436
38,82.5475,2.056,3.36476,0.85628,0.98009,0.86836,0.73419,0.77879,0.36896,0.79519,0.66957,0.68471,0.24822,1.83275,2.82063,0.7991,0.96221,0.0016337,0.0016337,0.0016337
39,84.4314,1.96879,2.80056,0.92473,0.96503,0.89006,0.73212,0.81174,0.36685,0.75393,0.61391,0.63841,0.19272,1.78512,2.81204,0.82242,0.94115,0.0016238,0.0016238,0.0016238
40,86.3817,2.21223,3.15329,0.93909,0.95968,0.8622,0.74609,0.80331,0.38713,0.73318,0.59304,0.61071,0.18578,1.73145,2.73197,0.79973,0.9342,0.0016139,0.0016139,0.0016139
41,88.2188,2.02407,2.94009,0.86123,0.95179,0.8622,0.74609,0.80331,0.38713,0.73318,0.59304,0.61071,0.18578,1.73145,2.73197,0.79973,0.9342,0.001604,0.001604,0.001604
42,90.196,2.2345,3.4109,0.9516,1.01708,0.86434,0.68696,0.76349,0.39308,0.77074,0.61391,0.65307,0.23601,1.87611,2.78119,0.7984,0.9796,0.0015941,0.0015941,0.0015941
43,92.042,1.78924,2.75658,0.809,0.95417,0.89439,0.69739,0.79935,0.41694,0.78875,0.63652,0.68709,0.24715,1.76954,2.6846,0.76536,0.94933,0.0015842,0.0015842,0.0015842
44,94.3695,2.13058,3.19784,0.85162,0.95959,0.86633,0.77776,0.85832,0.42721,0.76862,0.65283,0.67674,0.21567,1.75535,2.62889,0.74655,0.93517,0.0015743,0.0015743,0.0015743
45,96.2568,1.83261,2.80279,0.8364,0.88167,0.90374,0.77913,0.86357,0.43635,0.78359,0.65739,0.69118,0.2267,1.76763,2.62496,0.7396,0.93483,0.0015644,0.0015644,0.0015644
46,98.4074,1.955,2.77042,0.83314,0.98831,0.88271,0.76,0.82055,0.41517,0.77396,0.65913,0.69559,0.25924,1.76118,2.64743,0.73602,0.94142,0.0015545,0.0015545,0.0015545
47,100.605,1.9824,3.09571,0.8197,0.97649,0.88271,0.76,0.82055,0.41517,0.77396,0.65913,0.69559,0.25924,1.76118,2.64743,0.73602,0.94142,0.0015446,0.0015446,0.0015446
48,102.666,1.76399,2.56039,0.76846,0.89712,0.86075,0.75478,0.81711,0.40348,0.78584,0.65043,0.68768,0.25999,1.77914,2.64917,0.75336,0.94724,0.0015347,0.0015347,0.0015347
49,104.604,1.9621,2.95299,0.80774,0.9618,0.88932,0.78255,0.83792,0.42457,0.7683,0.65742,0.66863,0.22853,1.71208,2.55843,0.70844,0.92524,0.0015248,0.0015248,0.0015248
50,106.673,1.94248,3.00531,0.78097,0.90705,0.88822,0.81537,0.86777,0.41876,0.76493,0.65565,0.67985,0.21755,1.75621,2.68734,0.71057,0.92531,0.0015149,0.0015149,0.0015149
51,108.758,2.04282,3.2251,0.80672,0.92903,0.88762,0.81046,0.87784,0.425,0.77676,0.67775,0.70396,0.23815,1.72377,2.57993,0.72602,0.92341,0.001505,0.001505,0.001505
52,110.756,2.05928,3.19515,0.83669,0.93778,0.88762,0.81046,0.87784,0.425,0.77676,0.67775,0.70396,0.23815,1.72377,2.57993,0.72602,0.92341,0.0014951,0.0014951,0.0014951
53,112.736,1.74382,2.59862,0.7482,0.87244,0.89734,0.77524,0.83731,0.42351,0.81706,0.69565,0.7371,0.26825,1.68326,2.55562,0.72719,0.92518,0.0014852,0.0014852,0.0014852
54,114.98,2.12512,3.41582,0.83815,0.96179,0.88348,0.76483,0.82156,0.41536,0.82134,0.68759,0.71636,0.25945,1.70329,2.70679,0.72346,0.93076,0.0014753,0.0014753,0.0014753
55,117.085,1.8539,2.9239,0.77681,0.88931,0.89994,0.78783,0.84643,0.43946,0.81683,0.69739,0.71476,0.2504,1.63892,2.68359,0.69826,0.92236,0.0014654,0.0014654,0.0014654
56,119.145,1.61979,2.47276,0.86116,0.84397,0.9015,0.80522,0.85845,0.41865,0.78062,0.67452,0.66795,0.21695,1.64813,2.63575,0.70244,0.91623,0.0014555,0.0014555,0.0014555
57,121.276,1.93091,2.79668,0.84705,0.89138,0.9015,0.80522,0.85845,0.41865,0.78062,0.67452,0.66795,0.21695,1.64813,2.63575,0.70244,0.91623,0.0014456,0.0014456,0.0014456
58,123.222,1.8646,2.79659,0.76152,0.84857,0.87677,0.80174,0.84623,0.40619,0.76192,0.63826,0.63937,0.20535,1.66812,2.62946,0.7304,0.91592,0.0014357,0.0014357,0.0014357
59,125.108,1.77604,2.70172,0.79186,0.90779,0.86955,0.81147,0.85585,0.43202,0.77635,0.65391,0.67903,0.23879,1.64158,2.57937,0.72032,0.91475,0.0014258,0.0014258,0.0014258
60,127.071,1.86944,2.89702,0.80135,0.95263,0.88624,0.77043,0.84607,0.43949,0.78999,0.68037,0.71544,0.26585,1.68535,2.5337,0.721,0.92713,0.0014159,0.0014159,0.0014159
61,129.302,1.82935,2.83981,0.84207,0.95699,0.86879,0.80607,0.86208,0.45284,0.77035,0.69421,0.71376,0.26235,1.67972,2.5699,0.72733,0.92907,0.001406,0.001406,0.001406
62,131.472,1.97481,3.0981,0.79786,0.95393,0.89985,0.79691,0.8704,0.44875,0.76103,0.65391,0.66876,0.22209,1.70006,2.55709,0.73646,0.92834,0.0013961,0.0013961,0.0013961
63,133.389,2.06127,3.14681,0.81577,0.94077,0.89985,0.79691,0.8704,0.44875,0.76103,0.65391,0.66876,0.22209,1.70006,2.55709,0.73646,0.92834,0.0013862,0.0013862,0.0013862
64,135.235,2.12386,3.09134,0.82384,0.95272,0.86797,0.77565,0.84248,0.39878,0.68926,0.59406,0.57621,0.17461,1.86491,2.70079,0.77911,0.95197,0.0013763,0.0013763,0.0013763
65,137.123,1.9447,2.73512,0.78206,0.91005,0.84454,0.82195,0.85988,0.39654,0.73509,0.63652,0.626,0.19015,1.85674,2.66632,0.77012,0.94749,0.0013664,0.0013664,0.0013664
66,138.982,1.99437,2.88825,0.81735,0.90368,0.89802,0.78087,0.84065,0.41892,0.80781,0.69913,0.71669,0.24328,1.75046,2.54881,0.722,0.93385,0.0013565,0.0013565,0.0013565
67,141.029,1.81895,2.48213,0.74358,0.91527,0.89312,0.77913,0.83016,0.43591,0.82513,0.70087,0.72048,0.27223,1.65739,2.5894,0.70372,0.9251,0.0013466,0.0013466,0.0013466
68,143.038,2.21381,3.48591,0.84633,0.96424,0.89312,0.77913,0.83016,0.43591,0.82513,0.70087,0.72048,0.27223,1.65739,2.5894,0.70372,0.9251,0.0013367,0.0013367,0.0013367
69,145.169,1.8085,2.78727,0.77705,0.92501,0.91144,0.7913,0.8491,0.44063,0.81314,0.68696,0.6993,0.26694,1.66054,2.59095,0.70324,0.92674,0.0013268,0.0013268,0.0013268
70,147.138,1.95211,3.01926,0.77127,0.96701,0.89236,0.82087,0.87591,0.44985,0.77583,0.66209,0.65866,0.2319,1.63749,2.50898,0.68208,0.91861,0.0013169,0.0013169,0.0013169
71,149.2,1.58015,2.24229,0.68073,0.84597,0.89346,0.81671,0.87654,0.44165,0.75296,0.65217,0.61923,0.20961,1.62876,2.53853,0.67695,0.91408,0.001307,0.001307,0.001307
72,151.229,1.77788,2.74693,0.72336,0.90972,0.90742,0.80522,0.86773,0.45445,0.78431,0.67665,0.68761,0.25265,1.60035,2.48691,0.66537,0.91043,0.0012971,0.0012971,0.0012971
73,153.157,1.7615,2.59742,0.7343,0.93025,0.90742,0.80522,0.86773,0.45445,0.78431,0.67665,0.68761,0.25265,1.60035,2.48691,0.66537,0.91043,0.0012872,0.0012872,0.0012872
74,155.05,1.63544,2.46642,0.67723,0.84875,0.88919,0.79826,0.84933,0.45586,0.80414,0.68696,0.72736,0.27998,1.62151,2.49283,0.66657,0.91347,0.0012773,0.0012773,0.0012773
75,157.048,1.75593,2.42016,0.73552,0.97295,0.89576,0.79207,0.85254,0.46227,0.79523,0.68213,0.71977,0.25172,1.60766,2.51829,0.65999,0.91127,0.0012674,0.0012674,0.0012674
76,158.917,1.67315,2.30301,0.75993,0.83038,0.89209,0.82087,0.8601,0.4743,0.79485,0.69565,0.71242,0.24407,1.58834,2.46694,0.65502,0.90644,0.0012575,0.0012575,0.0012575
77,160.961,1.80269,2.75882,0.76492,0.92882,0.88107,0.81913,0.86387,0.45921,0.76804,0.68348,0.6816,0.22668,1.65443,2.45135,0.67367,0.91115,0.0012476,0.0012476,0.0012476
78,163.056,1.6054,2.21185,0.69099,0.86327,0.8872,0.80702,0.86782,0.45676,0.77835,0.69217,0.70342,0.2405,1.65481,2.46815,0.68606,0.9107,0.0012377,0.0012377,0.0012377
79,165.024,1.56195,2.2264,0.66283,0.85312,0.8872,0.80702,0.86782,0.45676,0.77835,0.69217,0.70342,0.2405,1.65481,2.46815,0.68606,0.9107,0.0012278,0.0012278,0.0012278
80,167.032,1.73091,2.58133,0.74274,0.94109,0.89579,0.81391,0.86743,0.45811,0.81251,0.72,0.74355,0.28809,1.64102,2.45481,0.6799,0.90993,0.0012179,0.0012179,0.0012179
81,169.049,1.7915,2.75196,0.75573,0.95373,0.89649,0.81339,0.86503,0.46353,0.82249,0.72522,0.75481,0.29287,1.60808,2.43754,0.66761,0.90953,0.001208,0.001208,0.001208
82,171.188,1.95042,3.06045,0.76574,0.939,0.87977,0.82435,0.86634,0.46558,0.79345,0.70609,0.71476,0.24999,1.57061,2.4148,0.6613,0.90285,0.0011981,0.0011981,0.0011981
83,173.177,1.64246,2.77579,0.70569,0.86906,0.85979,0.82121,0.85812,0.42702,0.73005,0.63826,0.62322,0.18906,1.61135,2.44224,0.67889,0.9043,0.0011882,0.0011882,0.0011882
84,175.167,1.74251,2.55486,0.74281,0.94319,0.85979,0.82121,0.85812,0.42702,0.73005,0.63826,0.62322,0.18906,1.61135,2.44224,0.67889,0.9043,0.0011783,0.0011783,0.0011783
85,177.061,1.82945,2.80555,0.73728,0.83966,0.86363,0.81503,0.85855,0.42396,0.72434,0.61391,0.60574,0.1817,1.61767,2.48317,0.68944,0.90563,0.0011684,0.0011684,0.0011684
86,179.095,1.76783,2.77323,0.74744,0.91755,0.89777,0.80174,0.86461,0.4524,0.76395,0.68174,0.69237,0.23447,1.59296,2.47301,0.67553,0.90464,0.0011585,0.0011585,0.0011585
87,180.979,1.77561,2.4976,0.7452,0.91845,0.8951,0.79478,0.85327,0.45566,0.82917,0.72696,0.77211,0.31182,1.63528,2.47799,0.67203,0.91751,0.0011486,0.0011486,0.0011486
88,182.999,1.67627,2.66756,0.70677,0.93028,0.90129,0.78957,0.85114,0.45722,0.82392,0.71478,0.76034,0.30494,1.62599,2.47664,0.6735,0.91417,0.0011387,0.0011387,0.0011387
89,184.951,1.57323,2.30289,0.69578,0.92431,0.90129,0.78957,0.85114,0.45722,0.82392,0.71478,0.76034,0.30494,1.62599,2.47664,0.6735,0.91417,0.0011288,0.0011288,0.0011288
90,186.825,1.8018,2.55426,0.7341,0.89069,0.90276,0.81565,0.86903,0.4727,0.80618,0.7089,0.742,0.28527,1.58826,2.41231,0.67268,0.90407,0.0011189,0.0011189,0.0011189
91,188.723,1.53672,2.30615,0.6586,0.83655,0.8986,0.79826,0.87028,0.45391,0.75306,0.64696,0.65732,0.21649,1.62537,2.43672,0.67846,0.90521,0.001109,0.001109,0.001109
92,190.639,1.59054,2.37954,0.65097,0.83273,0.86722,0.81781,0.87372,0.43485,0.73355,0.63679,0.62924,0.1998,1.65621,2.49376,0.68082,0.91032,0.0010991,0.0010991,0.0010991
93,192.548,1.81773,2.76138,0.74252,0.93354,0.86546,0.82788,0.8766,0.44909,0.76546,0.66783,0.67694,0.21864,1.61343,2.45829,0.67787,0.90786,0.0010892,0.0010892,0.0010892
94,194.467,1.62088,2.47897,0.71572,0.91709,0.9045,0.80348,0.84729,0.44872,0.8169,0.72348,0.74228,0.26448,1.60478,2.47191,0.71637,0.90899,0.0010793,0.0010793,0.0010793
95,196.355,1.75483,2.69279,0.69643,0.83528,0.9045,0.80348,0.84729,0.44872,0.8169,0.72348,0.74228,0.26448,1.60478,2.47191,0.71637,0.90899,0.0010694,0.0010694,0.0010694
96,198.222,1.69281,2.58821,0.68283,0.85156,0.8988,0.81043,0.84455,0.43848,0.83134,0.72865,0.74009,0.28629,1.65999,2.50943,0.77477,0.9197,0.0010595,0.0010595,0.0010595
97,200.296,1.75865,2.62793,0.71126,0.92539,0.90391,0.81217,0.85146,0.44724,0.80546,0.72348,0.72984,0.26857,1.64189,2.46869,0.6939,0.91658,0.0010496,0.0010496,0.0010496
98,202.201,1.63461,2.32062,0.71815,0.82291,0.88745,0.83649,0.88222,0.4744,0.75362,0.67027,0.6753,0.23843,1.58387,2.42317,0.64892,0.90399,0.0010397,0.0010397,0.0010397
99,204.075,1.75347,2.741,0.67602,0.88782,0.87655,0.83968,0.88199,0.46378,0.74227,0.66957,0.65931,0.21786,1.57545,2.42831,0.63921,0.90019,0.0010298,0.0010298,0.0010298
100,205.996,1.64637,2.47154,0.67216,0.89478,0.87655,0.83968,0.88199,0.46378,0.74227,0.66957,0.65931,0.21786,1.57545,2.42831,0.63921,0.90019,0.0010199,0.0010199,0.0010199
101,207.85,1.71814,2.62543,0.70921,0.9165,0.86758,0.84317,0.8744,0.47072,0.75725,0.67271,0.66695,0.22907,1.5624,2.38204,0.64379,0.89797,0.00101,0.00101,0.00101
102,209.78,1.64016,2.34653,0.79493,0.88814,0.91935,0.79297,0.86237,0.47534,0.82833,0.70957,0.7387,0.27991,1.55105,2.38095,0.638,0.89964,0.0010001,0.0010001,0.0010001
103,211.867,1.51975,1.97476,0.6957,0.90567,0.90826,0.80174,0.8587,0.4625,0.84278,0.72,0.75384,0.30738,1.58111,2.48615,0.6487,0.90471,0.0009902,0.0009902,0.0009902
104,214.003,1.62047,2.55358,0.71582,0.92315,0.86764,0.82085,0.8564,0.46115,0.83448,0.71899,0.76615,0.32034,1.58594,2.4765,0.65746,0.90449,0.0009803,0.0009803,0.0009803
105,216.164,1.84893,2.70441,0.7455,0.92188,0.86764,0.82085,0.8564,0.46115,0.83448,0.71899,0.76615,0.32034,1.58594,2.4765,0.65746,0.90449,0.0009704,0.0009704,0.0009704
106,218.238,1.55729,2.47377,0.66485,0.85888,0.91344,0.80348,0.87107,0.46831,0.80836,0.74092,0.76461,0.32248,1.58412,2.39518,0.65301,0.90336,0.0009605,0.0009605,0.0009605
107,220.415,1.66239,2.57004,0.71428,0.91327,0.90098,0.8087,0.87355,0.47117,0.79807,0.70783,0.72521,0.30311,1.56835,2.3648,0.64075,0.9009,0.0009506,0.0009506,0.0009506
108,222.5,1.60447,2.43579,0.67316,0.89848,0.89682,0.81043,0.86774,0.46242,0.77829,0.68988,0.70253,0.26217,1.55811,2.35256,0.64722,0.89968,0.0009407,0.0009407,0.0009407
109,224.483,1.66867,2.39939,0.7273,0.87386,0.90191,0.8,0.85893,0.46143,0.78216,0.6869,0.70126,0.25907,1.55674,2.38066,0.65235,0.90115,0.0009308,0.0009308,0.0009308
110,226.794,1.47609,2.1979,0.6302,0.83748,0.88315,0.80348,0.8464,0.45676,0.79683,0.70935,0.7371,0.27987,1.57471,2.44086,0.65508,0.90642,0.0009209,0.0009209,0.0009209
111,228.799,1.61994,2.435,0.6657,0.8122,0.88315,0.80348,0.8464,0.45676,0.79683,0.70935,0.7371,0.27987,1.57471,2.44086,0.65508,0.90642,0.000911,0.000911,0.000911
112,230.751,1.66673,2.50149,0.6877,0.90018,0.88019,0.80489,0.8437,0.45757,0.81795,0.70609,0.7443,0.29659,1.57837,2.43646,0.66137,0.9081,0.0009011,0.0009011,0.0009011
113,232.815,1.49501,2.3649,0.63655,0.84087,0.8952,0.81703,0.87233,0.46504,0.80429,0.72696,0.76578,0.2962,1.56338,2.37022,0.6503,0.90169,0.0008912,0.0008912,0.0008912
114,234.949,1.4722,2.14781,0.684,0.83723,0.87229,0.81959,0.88016,0.46944,0.77971,0.7287,0.7556,0.2828,1.56591,2.40741,0.64579,0.90337,0.0008813,0.0008813,0.0008813
115,237.007,1.59111,2.40134,0.65433,0.89728,0.87182,0.82783,0.88211,0.47269,0.78831,0.75124,0.76392,0.29061,1.57063,2.39926,0.63807,0.90324,0.0008714,0.0008714,0.0008714
116,238.907,1.54414,2.38048,0.68282,0.85829,0.87182,0.82783,0.88211,0.47269,0.78831,0.75124,0.76392,0.29061,1.57063,2.39926,0.63807,0.90324,0.0008615,0.0008615,0.0008615
117,240.975,1.55623,2.35542,0.64349,0.89909,0.87889,0.83652,0.88317,0.48299,0.77922,0.73565,0.75273,0.30386,1.55435,2.37255,0.63163,0.89911,0.0008516,0.0008516,0.0008516
118,243.012,1.61927,2.55004,0.6555,0.88038,0.88472,0.82755,0.87759,0.4855,0.77874,0.72842,0.75758,0.30108,1.5554,2.37618,0.63877,0.89915,0.0008417,0.0008417,0.0008417
119,245.068,1.51488,2.11841,0.62743,0.88234,0.87598,0.823,0.8769,0.49135,0.77081,0.7113,0.743,0.28291,1.5591,2.36781,0.63977,0.90038,0.0008318,0.0008318,0.0008318
120,247.183,1.47597,2.29145,0.65212,0.89472,0.88298,0.82435,0.87995,0.4921,0.78407,0.72,0.74797,0.28687,1.55856,2.38442,0.64312,0.90019,0.0008219,0.0008219,0.0008219
121,249.348,1.54448,2.26784,0.6385,0.9036,0.88298,0.82435,0.87995,0.4921,0.78407,0.72,0.74797,0.28687,1.55856,2.38442,0.64312,0.90019,0.000812,0.000812,0.000812
122,251.535,1.55305,2.25991,0.63451,0.88983,0.88445,0.82261,0.87586,0.49396,0.8095,0.69565,0.75326,0.29767,1.54682,2.3944,0.6296,0.89811,0.0008021,0.0008021,0.0008021
123,253.629,1.47161,2.1696,0.62795,0.89137,0.87934,0.82385,0.87204,0.48682,0.83295,0.69372,0.7603,0.30678,1.55155,2.41436,0.63743,0.89891,0.0007922,0.0007922,0.0007922
124,255.652,1.39461,2.02708,0.56869,0.81223,0.86525,0.82609,0.87769,0.48106,0.78419,0.69515,0.73539,0.29746,1.55672,2.39648,0.64035,0.89813,0.0007823,0.0007823,0.0007823
125,257.556,1.56431,2.25397,0.64928,0.90817,0.86106,0.83304,0.88039,0.47365,0.80518,0.70087,0.73058,0.27162,1.58591,2.42553,0.64252,0.90054,0.0007724,0.0007724,0.0007724
126,259.636,1.66704,2.57058,0.64448,0.8349,0.87013,0.82731,0.87884,0.47398,0.80615,0.67986,0.72098,0.2649,1.60988,2.47382,0.64873,0.9056,0.0007625,0.0007625,0.0007625
127,261.778,1.6425,2.33306,0.6878,0.93553,0.87013,0.82731,0.87884,0.47398,0.80615,0.67986,0.72098,0.2649,1.60988,2.47382,0.64873,0.9056,0.0007526,0.0007526,0.0007526
128,263.735,1.54486,2.34901,0.64324,0.88928,0.87621,0.83707,0.88207,0.48505,0.82366,0.68174,0.74354,0.2906,1.57879,2.42381,0.63849,0.90091,0.0007427,0.0007427,0.0007427
129,265.908,1.67465,2.44945,0.64413,0.8903,0.87541,0.83097,0.87292,0.49081,0.82571,0.73327,0.78661,0.3126,1.54595,2.41518,0.62772,0.89942,0.0007328,0.0007328,0.0007328
130,267.989,1.50355,2.20245,0.59779,0.821,0.88711,0.80522,0.86411,0.49167,0.80875,0.74087,0.79003,0.31663,1.54173,2.44236,0.62548,0.89988,0.0007229,0.0007229,0.0007229
131,270.007,1.5674,2.31874,0.63904,0.88468,0.9007,0.80451,0.87508,0.49742,0.82365,0.71304,0.77318,0.29475,1.53319,2.43537,0.62827,0.89672,0.000713,0.000713,0.000713
