epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,580.505,1.23885,0.99888,0.76653,0.998,0.95455,0.95517,0.71414,0.84753,0.80624,0.84412,0.0007856,0.0007856,0.0007856
186,583.386,0.38282,1.76007,0.38428,0.99865,0.95455,0.95517,0.7056,0.92085,0.85281,0.84715,0.000779,0.000779,0.000779
187,586.202,0.96416,1.00518,0.80437,0.99865,0.95455,0.95517,0.7056,0.92085,0.85281,0.84715,0.0007724,0.0007724,0.0007724
188,588.894,1.29433,0.97129,0.82838,0.99865,0.95455,0.95517,0.7056,0.92085,0.85281,0.84715,0.0007658,0.0007658,0.0007658
189,591.759,1.08283,0.78547,0.81726,0.99865,0.95455,0.95517,0.7056,0.92085,0.85281,0.84715,0.0007592,0.0007592,0.0007592
190,594.594,1.37215,0.83465,0.92446,0.99881,0.95455,0.95517,0.70056,0.99446,0.89255,0.85155,0.0007526,0.0007526,0.0007526
191,597.288,1.39285,1.16488,0.90606,0.99881,0.95455,0.95517,0.70056,0.99446,0.89255,0.85155,0.000746,0.000746,0.000746
192,600.08,0.82975,0.99006,0.80177,0.99881,0.95455,0.95517,0.70056,0.99446,0.89255,0.85155,0.0007394,0.0007394,0.0007394
193,603.119,0.88246,0.78342,0.81747,0.99881,0.95455,0.95517,0.70056,0.99446,0.89255,0.85155,0.0007328,0.0007328,0.0007328
194,606.004,0.68269,1.69892,0.78708,1,0.94215,0.95517,0.71422,0.88688,0.87579,0.849,0.0007262,0.0007262,0.0007262
195,608.715,1.05418,1.02454,0.79664,1,0.94215,0.95517,0.71422,0.88688,0.87579,0.849,0.0007196,0.0007196,0.0007196
196,611.59,1.09422,0.85181,0.79508,1,0.94215,0.95517,0.71422,0.88688,0.87579,0.849,0.000713,0.000713,0.000713
197,614.219,0.94873,0.90801,0.79742,1,0.94215,0.95517,0.71422,0.88688,0.87579,0.849,0.0007064,0.0007064,0.0007064
198,616.899,1.2031,0.88329,0.88167,0.99769,0.95455,0.95517,0.70752,0.81147,0.84224,0.84468,0.0006998,0.0006998,0.0006998
199,619.839,0.53478,1.55011,0.40093,0.99769,0.95455,0.95517,0.70752,0.81147,0.84224,0.84468,0.0006932,0.0006932,0.0006932
200,622.554,0.89628,0.78905,0.79795,0.99769,0.95455,0.95517,0.70752,0.81147,0.84224,0.84468,0.0006866,0.0006866,0.0006866
201,625.287,1.17236,0.90651,0.86701,0.99769,0.95455,0.95517,0.70752,0.81147,0.84224,0.84468,0.00068,0.00068,0.00068
202,627.977,0.6778,0.8758,0.80076,0.9936,0.95455,0.95517,0.70485,0.803,0.85425,0.83974,0.0006734,0.0006734,0.0006734
203,630.9,1.14188,1.24763,0.81734,0.9936,0.95455,0.95517,0.70485,0.803,0.85425,0.83974,0.0006668,0.0006668,0.0006668
204,633.706,0.85563,0.94406,0.77446,0.9936,0.95455,0.95517,0.70485,0.803,0.85425,0.83974,0.0006602,0.0006602,0.0006602
205,636.451,0.90714,0.83403,0.85181,0.9936,0.95455,0.95517,0.70485,0.803,0.85425,0.83974,0.0006536,0.0006536,0.0006536
206,639.457,0.98983,0.9781,0.7176,0.99561,0.95455,0.95518,0.6991,0.81077,0.78327,0.84127,0.000647,0.000647,0.000647
207,642.15,1.30421,0.96339,0.87059,0.99561,0.95455,0.95518,0.6991,0.81077,0.78327,0.84127,0.0006404,0.0006404,0.0006404
208,644.98,0.4436,1.46055,0.41075,0.99561,0.95455,0.95518,0.6991,0.81077,0.78327,0.84127,0.0006338,0.0006338,0.0006338
209,647.702,1.02337,0.95503,0.70919,0.99561,0.95455,0.95518,0.6991,0.81077,0.78327,0.84127,0.0006272,0.0006272,0.0006272
210,650.54,1.02339,1.01722,0.73212,0.99672,0.95455,0.95519,0.71665,0.79566,0.75823,0.84183,0.0006206,0.0006206,0.0006206
211,653.293,0.49855,1.53097,0.41032,0.99672,0.95455,0.95519,0.71665,0.79566,0.75823,0.84183,0.000614,0.000614,0.000614
212,656.213,1.00051,0.78584,0.81974,0.99672,0.95455,0.95519,0.71665,0.79566,0.75823,0.84183,0.0006074,0.0006074,0.0006074
213,659.023,0.97143,0.76682,0.79373,0.99672,0.95455,0.95519,0.71665,0.79566,0.75823,0.84183,0.0006008,0.0006008,0.0006008
214,661.849,0.70884,0.82248,0.86104,0.99686,0.95455,0.9552,0.74957,0.76047,0.74095,0.84045,0.0005942,0.0005942,0.0005942
215,664.614,0.97515,1.26356,0.76911,0.99686,0.95455,0.9552,0.74957,0.76047,0.74095,0.84045,0.0005876,0.0005876,0.0005876
216,667.368,1.12279,0.72195,0.81481,0.99686,0.95455,0.9552,0.74957,0.76047,0.74095,0.84045,0.000581,0.000581,0.000581
217,670.171,1.00213,0.82063,0.83554,0.99686,0.95455,0.9552,0.74957,0.76047,0.74095,0.84045,0.0005744,0.0005744,0.0005744
218,672.983,0.52526,1.58609,0.42315,0.99666,0.95455,0.9552,0.77156,0.72382,0.73159,0.83677,0.0005678,0.0005678,0.0005678
219,675.814,1.26695,1.05465,0.80194,0.99666,0.95455,0.9552,0.77156,0.72382,0.73159,0.83677,0.0005612,0.0005612,0.0005612
220,678.651,0.69574,0.87281,0.85135,0.99666,0.95455,0.9552,0.77156,0.72382,0.73159,0.83677,0.0005546,0.0005546,0.0005546
221,681.361,1.04679,1.00694,0.76007,0.99666,0.95455,0.9552,0.77156,0.72382,0.73159,0.83677,0.000548,0.000548,0.000548
222,684.18,0.80547,0.85306,0.85049,0.99623,0.95455,0.9552,0.78454,0.6946,0.69389,0.8376,0.0005414,0.0005414,0.0005414
223,686.951,0.80783,0.70974,0.75663,0.99623,0.95455,0.9552,0.78454,0.6946,0.69389,0.8376,0.0005348,0.0005348,0.0005348
224,689.928,1.19957,0.95256,0.80796,0.99623,0.95455,0.9552,0.78454,0.6946,0.69389,0.8376,0.0005282,0.0005282,0.0005282
225,692.795,0.95333,0.79051,0.86607,0.99623,0.95455,0.9552,0.78454,0.6946,0.69389,0.8376,0.0005216,0.0005216,0.0005216
226,695.593,0.7114,0.86753,0.81773,0.99617,0.95455,0.9552,0.79029,0.716,0.70007,0.83778,0.000515,0.000515,0.000515
227,698.623,1.1769,0.74429,0.8431,0.99617,0.95455,0.9552,0.79029,0.716,0.70007,0.83778,0.0005084,0.0005084,0.0005084
228,701.537,1.03763,0.85288,0.81466,0.99617,0.95455,0.9552,0.79029,0.716,0.70007,0.83778,0.0005018,0.0005018,0.0005018
229,704.488,1.13609,0.77439,0.84331,0.99617,0.95455,0.9552,0.79029,0.716,0.70007,0.83778,0.0004952,0.0004952,0.0004952
230,707.596,0.47088,1.66437,0.38762,0.9969,0.95455,0.9552,0.79735,0.69774,0.69863,0.83634,0.0004886,0.0004886,0.0004886
231,710.567,1.15212,0.81262,0.82884,0.9969,0.95455,0.9552,0.79735,0.69774,0.69863,0.83634,0.000482,0.000482,0.000482
232,713.491,0.8075,0.77691,0.80715,0.9969,0.95455,0.9552,0.79735,0.69774,0.69863,0.83634,0.0004754,0.0004754,0.0004754
233,716.493,0.88285,0.82795,0.88606,0.9969,0.95455,0.9552,0.79735,0.69774,0.69863,0.83634,0.0004688,0.0004688,0.0004688
234,720.944,0.51011,1.4592,0.42164,0.99737,0.95455,0.95521,0.79113,0.66398,0.70019,0.83891,0.0004622,0.0004622,0.0004622
235,725.234,0.76765,0.85586,0.86323,0.99737,0.95455,0.95521,0.79113,0.66398,0.70019,0.83891,0.0004556,0.0004556,0.0004556
236,729.171,0.82596,0.85437,0.81982,0.99737,0.95455,0.95521,0.79113,0.66398,0.70019,0.83891,0.000449,0.000449,0.000449
237,733.63,0.86198,0.7933,0.92921,0.99737,0.95455,0.95521,0.79113,0.66398,0.70019,0.83891,0.0004424,0.0004424,0.0004424
238,737.279,0.72106,0.82341,0.80647,0.99761,0.95455,0.95521,0.79115,0.64454,0.68769,0.83946,0.0004358,0.0004358,0.0004358
239,741.011,0.90605,1.02385,0.75928,0.99761,0.95455,0.95521,0.79115,0.64454,0.68769,0.83946,0.0004292,0.0004292,0.0004292
240,744.596,0.53607,1.63668,0.40554,0.99761,0.95455,0.95521,0.79115,0.64454,0.68769,0.83946,0.0004226,0.0004226,0.0004226
241,748.231,0.73997,0.74701,0.73974,0.99761,0.95455,0.95521,0.79115,0.64454,0.68769,0.83946,0.000416,0.000416,0.000416
242,752.102,0.90914,0.76204,0.88358,0.99763,0.95455,0.95522,0.80826,0.60553,0.68348,0.83595,0.0004094,0.0004094,0.0004094
243,755.98,0.9049,1.55027,0.6363,0.99763,0.95455,0.95522,0.80826,0.60553,0.68348,0.83595,0.0004028,0.0004028,0.0004028
244,760.034,1.1015,0.82525,0.83242,0.99763,0.95455,0.95522,0.80826,0.60553,0.68348,0.83595,0.0003962,0.0003962,0.0003962
245,764.117,1.03756,0.81593,0.86449,0.99763,0.95455,0.95522,0.80826,0.60553,0.68348,0.83595,0.0003896,0.0003896,0.0003896
246,768.015,0.74585,1.13777,0.76808,0.99731,0.95455,0.95522,0.81857,0.59307,0.67914,0.83262,0.000383,0.000383,0.000383
247,771.958,1.08701,0.98768,0.80055,0.99731,0.95455,0.95522,0.81857,0.59307,0.67914,0.83262,0.0003764,0.0003764,0.0003764
248,775.609,0.90627,0.84923,0.80358,0.99731,0.95455,0.95522,0.81857,0.59307,0.67914,0.83262,0.0003698,0.0003698,0.0003698
249,779.363,0.78699,0.98682,0.76691,0.99731,0.95455,0.95522,0.81857,0.59307,0.67914,0.83262,0.0003632,0.0003632,0.0003632
250,783.137,0.95229,0.74247,0.80577,0.99712,0.95455,0.95523,0.79554,0.63502,0.67763,0.83176,0.0003566,0.0003566,0.0003566
251,786.949,0.50573,1.34802,0.43525,0.99712,0.95455,0.95523,0.79554,0.63502,0.67763,0.83176,0.00035,0.00035,0.00035
252,790.67,0.77153,0.68616,0.76548,0.99712,0.95455,0.95523,0.79554,0.63502,0.67763,0.83176,0.0003434,0.0003434,0.0003434
253,794.579,0.63098,0.83988,0.74897,0.99712,0.95455,0.95523,0.79554,0.63502,0.67763,0.83176,0.0003368,0.0003368,0.0003368
254,798.509,0.70771,0.65294,0.86998,0.99691,0.95455,0.95523,0.77032,0.66952,0.67197,0.83206,0.0003302,0.0003302,0.0003302
255,802.596,0.83144,0.78569,0.71778,0.99691,0.95455,0.95523,0.77032,0.66952,0.67197,0.83206,0.0003236,0.0003236,0.0003236
256,806.301,0.75037,0.68063,0.7733,0.99691,0.95455,0.95523,0.77032,0.66952,0.67197,0.83206,0.000317,0.000317,0.000317
257,810.19,1.59053,0.98211,0.84448,0.99691,0.95455,0.95523,0.77032,0.66952,0.67197,0.83206,0.0003104,0.0003104,0.0003104
258,813.917,0.75593,0.69492,0.79803,0.99683,0.95455,0.95523,0.78179,0.65348,0.688,0.83143,0.0003038,0.0003038,0.0003038
259,817.806,0.68265,0.66385,0.84833,0.99683,0.95455,0.95523,0.78179,0.65348,0.688,0.83143,0.0002972,0.0002972,0.0002972
260,821.538,1.15382,1.01756,0.76879,0.99683,0.95455,0.95523,0.78179,0.65348,0.688,0.83143,0.0002906,0.0002906,0.0002906
261,825.043,0.51371,1.34335,0.40938,0.99683,0.95455,0.95523,0.78179,0.65348,0.688,0.83143,0.000284,0.000284,0.000284
262,828.839,0.82463,0.77648,0.76198,0.99687,0.95455,0.95523,0.79836,0.62973,0.69077,0.83147,0.0002774,0.0002774,0.0002774
263,832.609,0.73922,0.6934,0.80084,0.99687,0.95455,0.95523,0.79836,0.62973,0.69077,0.83147,0.0002708,0.0002708,0.0002708
264,836.297,0.82054,0.68186,0.83517,0.99687,0.95455,0.95523,0.79836,0.62973,0.69077,0.83147,0.0002642,0.0002642,0.0002642
265,840.145,1.04406,0.8022,0.77434,0.99687,0.95455,0.95523,0.79836,0.62973,0.69077,0.83147,0.0002576,0.0002576,0.0002576
266,843.885,0.73392,1.42116,0.71721,0.99691,0.95455,0.95523,0.8008,0.61386,0.68922,0.83175,0.000251,0.000251,0.000251
267,847.72,0.98295,0.8099,0.80734,0.99691,0.95455,0.95523,0.8008,0.61386,0.68922,0.83175,0.0002444,0.0002444,0.0002444
268,851.526,0.42303,1.40577,0.38852,0.99691,0.95455,0.95523,0.8008,0.61386,0.68922,0.83175,0.0002378,0.0002378,0.0002378
269,855.488,0.95556,1.14667,0.71167,0.99691,0.95455,0.95523,0.8008,0.61386,0.68922,0.83175,0.0002312,0.0002312,0.0002312
270,859.331,1.72363,0.90676,0.84528,0.99705,0.95455,0.95523,0.78909,0.61977,0.6791,0.83295,0.0002246,0.0002246,0.0002246
271,863.322,0.92153,0.77794,0.83615,0.99705,0.95455,0.95523,0.78909,0.61977,0.6791,0.83295,0.000218,0.000218,0.000218
272,867.196,0.82078,0.76602,0.89623,0.99705,0.95455,0.95523,0.78909,0.61977,0.6791,0.83295,0.0002114,0.0002114,0.0002114
273,871.269,0.76034,0.76951,0.77922,0.99705,0.95455,0.95523,0.78909,0.61977,0.6791,0.83295,0.0002048,0.0002048,0.0002048
274,875.224,1.05664,0.75883,0.79704,0.99705,0.95455,0.95523,0.79744,0.61463,0.67595,0.83318,0.0001982,0.0001982,0.0001982
275,878.957,0.78003,0.78764,0.71919,0.99705,0.95455,0.95523,0.79744,0.61463,0.67595,0.83318,0.0001916,0.0001916,0.0001916
276,882.893,1.03391,0.74989,0.8093,0.99705,0.95455,0.95523,0.79744,0.61463,0.67595,0.83318,0.000185,0.000185,0.000185
277,886.823,0.87488,0.81066,0.82561,0.99705,0.95455,0.95523,0.79744,0.61463,0.67595,0.83318,0.0001784,0.0001784,0.0001784
278,890.901,0.79965,1.2701,0.76442,0.99694,0.95455,0.95523,0.80715,0.5874,0.66798,0.83213,0.0001718,0.0001718,0.0001718
279,894.752,0.91422,0.98846,0.79395,0.99694,0.95455,0.95523,0.80715,0.5874,0.66798,0.83213,0.0001652,0.0001652,0.0001652
280,898.807,0.81604,0.88395,0.83128,0.99694,0.95455,0.95523,0.80715,0.5874,0.66798,0.83213,0.0001586,0.0001586,0.0001586
281,902.623,0.86175,0.76526,0.77493,0.99694,0.95455,0.95523,0.80715,0.5874,0.66798,0.83213,0.000152,0.000152,0.000152
282,906.795,0.71062,0.74735,0.76958,0.99689,0.95455,0.95523,0.80352,0.56851,0.64887,0.8319,0.0001454,0.0001454,0.0001454
283,911.119,0.7477,0.85187,0.84324,0.99689,0.95455,0.95523,0.80352,0.56851,0.64887,0.8319,0.0001388,0.0001388,0.0001388
284,914.836,0.89847,0.81935,0.84967,0.99689,0.95455,0.95523,0.80352,0.56851,0.64887,0.8319,0.0001322,0.0001322,0.0001322
285,918.306,0.84453,0.72246,0.81941,0.99689,0.95455,0.95523,0.80352,0.56851,0.64887,0.8319,0.0001256,0.0001256,0.0001256
286,922.122,0.35512,1.40233,0.40828,0.9969,0.95455,0.95523,0.81113,0.55768,0.64441,0.83135,0.000119,0.000119,0.000119
287,926.086,0.90646,0.99438,0.84589,0.9969,0.95455,0.95523,0.81113,0.55768,0.64441,0.83135,0.0001124,0.0001124,0.0001124
288,930.322,0.31723,1.44597,0.39493,0.9969,0.95455,0.95523,0.81113,0.55768,0.64441,0.83135,0.0001058,0.0001058,0.0001058
289,934.504,0.62658,0.73634,0.76687,0.9969,0.95455,0.95523,0.81113,0.55768,0.64441,0.83135,9.92e-05,9.92e-05,9.92e-05
290,938.86,1.01778,0.62577,0.84171,0.99695,0.95455,0.95523,0.81762,0.5556,0.63392,0.83143,9.26e-05,9.26e-05,9.26e-05
291,942.63,0.62568,0.71347,0.821,0.99695,0.95455,0.95523,0.81762,0.5556,0.63392,0.83143,8.6e-05,8.6e-05,8.6e-05
292,946.36,0.91101,0.78225,0.77611,0.99695,0.95455,0.95523,0.81762,0.5556,0.63392,0.83143,7.94e-05,7.94e-05,7.94e-05
293,950.148,0.74884,0.66164,0.78396,0.99695,0.95455,0.95523,0.81762,0.5556,0.63392,0.83143,7.28e-05,7.28e-05,7.28e-05
294,955.131,0.53775,0.78627,0.83492,0.99695,0.95455,0.95522,0.8177,0.54989,0.63425,0.83155,6.62e-05,6.62e-05,6.62e-05
295,958.812,0.79221,0.70883,0.76965,0.99695,0.95455,0.95522,0.8177,0.54989,0.63425,0.83155,5.96e-05,5.96e-05,5.96e-05
296,962.544,0.89578,0.83745,0.84105,0.99695,0.95455,0.95522,0.8177,0.54989,0.63425,0.83155,5.3e-05,5.3e-05,5.3e-05
297,966.138,0.60868,0.86185,0.78653,0.99695,0.95455,0.95522,0.8177,0.54989,0.63425,0.83155,4.64e-05,4.64e-05,4.64e-05
298,970.056,0.6434,0.70595,0.78646,0.99691,0.95455,0.95522,0.81493,0.54954,0.63192,0.83143,3.98e-05,3.98e-05,3.98e-05
299,973.658,0.77531,0.82325,0.92038,0.99691,0.95455,0.95522,0.81493,0.54954,0.63192,0.83143,3.32e-05,3.32e-05,3.32e-05
300,977.858,0.4957,0.72517,0.8357,0.99691,0.95455,0.95522,0.81493,0.54954,0.63192,0.83143,2.66e-05,2.66e-05,2.66e-05
