epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
116,2491.18,1.19957,1.4449,0.47622,0.00158,0.32175,0.88187,0.8061,0.82485,0.48863,0.86661,0.79303,0.82585,0.41721,1.3373,1.64803,0.46283,0.00189,0,0.000682392,0.000682392,0.000682392
117,2512.29,1.17813,1.35046,0.45933,0.00147,0.31692,0.88863,0.79343,0.81941,0.49278,0.87542,0.78404,0.82527,0.41578,1.31472,1.67989,0.46483,0.00188,0,0.000677543,0.000677543,0.000677543
118,2532.58,1.10603,1.35093,0.47142,0.00151,0.32377,0.85609,0.78873,0.80664,0.49592,0.85099,0.78404,0.80391,0.42844,1.29542,1.69365,0.45702,0.00188,0,0.000672675,0.000672675,0.000672675
119,2553.01,1.15323,1.37423,0.44581,0.00149,0.30704,0.87472,0.78404,0.81323,0.49887,0.86424,0.77707,0.80757,0.42904,1.25513,1.69425,0.51543,0.00184,0,0.000667789,0.000667789,0.000667789
120,2572.24,1.16489,1.36452,0.47944,0.00153,0.33359,0.88071,0.7972,0.80432,0.49884,0.87468,0.78645,0.80573,0.42965,1.31586,1.71204,0.48541,0.00191,0,0.000662885,0.000662885,0.000662885
121,2592.32,1.23904,1.54046,0.49834,0.00164,0.32366,0.89664,0.77381,0.82685,0.50284,0.89687,0.76526,0.82556,0.42723,1.29486,1.6861,0.46664,0.00183,0,0.000657963,0.000657963,0.000657963
122,2613.56,1.10711,1.29052,0.46162,0.00146,0.32079,0.89204,0.77588,0.82331,0.49693,0.88528,0.76056,0.822,0.41398,1.298,1.6926,0.45173,0.00186,0,0.000653025,0.000653025,0.000653025
123,2633.75,1.12098,1.35422,0.44294,0.00142,0.30278,0.8754,0.79166,0.82598,0.50338,0.85983,0.77758,0.81853,0.43015,1.28859,1.6883,0.45106,0.00186,0,0.000648071,0.000648071,0.000648071
124,2653.23,1.16193,1.33012,0.45937,0.00152,0.30789,0.8874,0.77704,0.79597,0.49881,0.88664,0.76995,0.79565,0.44357,1.31581,1.6824,0.4612,0.00193,0,0.000643101,0.000643101,0.000643101
125,2674.02,1.09565,1.30125,0.45749,0.00145,0.3065,0.89553,0.76526,0.81592,0.50982,0.88272,0.76056,0.81887,0.42011,1.31704,1.68492,0.47643,0.0019,0,0.000638115,0.000638115,0.000638115
126,2698.06,1.09116,1.32424,0.43233,0.00134,0.32817,0.88145,0.77465,0.81355,0.50238,0.84575,0.78404,0.81712,0.42011,1.33545,1.68679,0.46523,0.00195,0,0.000633115,0.000633115,0.000633115
127,2721.88,1.14967,1.34491,0.45599,0.0014,0.32741,0.90313,0.78785,0.82978,0.50196,0.88666,0.7713,0.82742,0.42122,1.32389,1.64584,0.45691,0.00189,0,0.000628101,0.000628101,0.000628101
128,2742.71,1.08997,1.27802,0.40868,0.00138,0.29465,0.9122,0.78873,0.81795,0.50291,0.87529,0.7908,0.81779,0.43903,1.30576,1.69759,0.48919,0.00188,0,0.000623074,0.000623074,0.000623074
129,2762.97,1.11917,1.30206,0.43162,0.0014,0.29343,0.87772,0.77934,0.79041,0.48644,0.86698,0.76995,0.79558,0.43388,1.34424,1.694,0.54217,0.00199,0,0.000618034,0.000618034,0.000618034
130,2782.63,1.12435,1.28461,0.44651,0.00146,0.30258,0.88738,0.78873,0.80821,0.49013,0.87276,0.76056,0.79965,0.42573,1.32533,1.66568,0.49069,0.00191,0,0.000612981,0.000612981,0.000612981
131,2802.86,1.05752,1.25184,0.43497,0.00127,0.29806,0.86415,0.80633,0.83307,0.49687,0.85425,0.79801,0.82069,0.43288,1.30223,1.64583,0.46178,0.00187,0,0.000607916,0.000607916,0.000607916
132,2822.47,1.10932,1.2821,0.45954,0.00136,0.31167,0.89814,0.78651,0.81483,0.49604,0.87688,0.76056,0.80043,0.43509,1.30023,1.68,0.46129,0.00188,0,0.00060284,0.00060284,0.00060284
133,2843.09,1.18941,1.29815,0.46802,0.00145,0.2901,0.90069,0.78873,0.8167,0.4905,0.89932,0.75587,0.79978,0.42218,1.32476,1.68675,0.47134,0.00192,0,0.000597754,0.000597754,0.000597754
134,2864.16,1.2153,1.40393,0.48239,0.0015,0.32625,0.89746,0.78069,0.80896,0.49374,0.89649,0.76526,0.8035,0.42325,1.33732,1.65573,0.47497,0.00194,0,0.000592657,0.000592657,0.000592657
135,2885.1,1.11902,1.28838,0.43625,0.00148,0.29638,0.88088,0.78404,0.8045,0.49789,0.8756,0.77934,0.808,0.44059,1.3183,1.67765,0.45483,0.00194,0,0.000587551,0.000587551,0.000587551
136,2907.49,1.17933,1.39171,0.46811,0.00146,0.34016,0.88831,0.79343,0.80868,0.50399,0.88593,0.76995,0.80945,0.43536,1.29809,1.64813,0.46399,0.00188,0,0.000582435,0.000582435,0.000582435
137,2930.1,1.03565,1.23533,0.41833,0.00135,0.29144,0.91698,0.77782,0.81294,0.48896,0.91156,0.77427,0.81988,0.39849,1.34531,1.65357,0.47219,0.00191,0,0.000577311,0.000577311,0.000577311
138,2955.88,1.12518,1.36144,0.42148,0.00145,0.30635,0.91555,0.78873,0.81413,0.49539,0.90465,0.77934,0.81645,0.4173,1.32388,1.66518,0.45332,0.00192,0,0.000572179,0.000572179,0.000572179
139,2981.21,1.08646,1.23734,0.43124,0.00145,0.28527,0.89834,0.78824,0.80366,0.49124,0.90126,0.77137,0.80145,0.44011,1.32405,1.73428,0.50298,0.00198,0,0.00056704,0.00056704,0.00056704
140,3002.28,1.13248,1.28283,0.43997,0.00151,0.31439,0.8684,0.80751,0.84206,0.49779,0.8785,0.8169,0.8493,0.45082,1.31916,1.63475,0.44653,0.00189,0,0.000561894,0.000561894,0.000561894
141,3022.13,1.20584,1.39512,0.46332,0.0016,0.34246,0.90102,0.76927,0.80586,0.4968,0.90979,0.76526,0.8252,0.42961,1.31064,1.68116,0.47337,0.00188,0,0.000556742,0.000556742,0.000556742
142,3042.46,1.12407,1.32411,0.45944,0.00141,0.31021,0.90106,0.76995,0.8056,0.50448,0.89556,0.76526,0.80609,0.43117,1.29884,1.67813,0.4743,0.00188,0,0.000551584,0.000551584,0.000551584
143,3062.59,1.12484,1.39285,0.4542,0.00143,0.31598,0.88326,0.78148,0.8227,0.50566,0.90031,0.77465,0.81981,0.42774,1.31391,1.68493,0.46819,0.00188,0,0.000546421,0.000546421,0.000546421
144,3083.24,1.07685,1.23413,0.41276,0.00137,0.3006,0.84706,0.81221,0.8613,0.49723,0.83617,0.80282,0.85407,0.40647,1.34876,1.68114,0.45623,0.00191,0,0.000541253,0.000541253,0.000541253
145,3103.77,1.03309,1.23132,0.42082,0.00133,0.29446,0.89233,0.76995,0.81217,0.49504,0.89233,0.76995,0.80874,0.43638,1.31418,1.68175,0.4751,0.00186,0,0.000536081,0.000536081,0.000536081
146,3123.76,1.13683,1.27047,0.44021,0.00144,0.30611,0.89567,0.75117,0.79716,0.49558,0.90127,0.75587,0.80458,0.45128,1.31179,1.69637,0.48512,0.00189,0,0.000530906,0.000530906,0.000530906
147,3145.56,1.07088,1.21858,0.39345,0.00143,0.28668,0.88005,0.79221,0.80254,0.49833,0.86692,0.76056,0.8015,0.43457,1.30388,1.67915,0.48064,0.00186,0,0.000525728,0.000525728,0.000525728
148,3167.7,1.10957,1.27244,0.43443,0.00138,0.3087,0.89871,0.8169,0.87179,0.50914,0.88838,0.80751,0.87025,0.43895,1.32677,1.66791,0.44889,0.00188,0,0.000520548,0.000520548,0.000520548
149,3191.59,1.07031,1.23577,0.39704,0.00139,0.2808,0.87942,0.81221,0.82271,0.49374,0.86907,0.81023,0.83042,0.43231,1.31261,1.71378,0.4698,0.00188,0,0.000515366,0.000515366,0.000515366
150,3213.44,1.11481,1.24447,0.45555,0.00142,0.32374,0.88719,0.76056,0.7973,0.49354,0.88719,0.76056,0.79135,0.42966,1.32197,1.76375,0.47719,0.00194,0,0.000510184,0.000510184,0.000510184
151,3234.8,1.18987,1.4106,0.46178,0.00156,0.33737,0.90201,0.77787,0.81341,0.50302,0.89339,0.76526,0.80157,0.43484,1.30393,1.7318,0.44764,0.00187,0,0.000505,0.000505,0.000505
152,3255.51,1.13921,1.31541,0.42851,0.0014,0.30822,0.88149,0.80314,0.83357,0.51323,0.87121,0.79399,0.81351,0.4325,1.29766,1.73162,0.44927,0.00184,0,0.000499816,0.000499816,0.000499816
153,3276.81,1.22018,1.35279,0.46462,0.00155,0.34641,0.90061,0.79343,0.82579,0.51357,0.90197,0.78404,0.82388,0.44789,1.30292,1.7452,0.45157,0.00186,0,0.000494634,0.000494634,0.000494634
154,3296.89,1.1503,1.34316,0.44997,0.00145,0.31173,0.90697,0.78873,0.81287,0.5051,0.91276,0.78591,0.81202,0.44222,1.31356,1.73469,0.44581,0.00187,0,0.000489452,0.000489452,0.000489452
155,3317.91,1.20081,1.38509,0.46729,0.00148,0.32147,0.86723,0.79733,0.81268,0.49558,0.89944,0.78873,0.81558,0.4067,1.33629,1.73369,0.45242,0.00191,0,0.000484272,0.000484272,0.000484272
156,3338.79,1.08812,1.27552,0.43922,0.0015,0.30583,0.86479,0.79812,0.80979,0.49734,0.88301,0.77958,0.80726,0.41023,1.32937,1.73827,0.46026,0.00194,0,0.000479094,0.000479094,0.000479094
157,3359.11,1.17533,1.42808,0.44981,0.00144,0.31069,0.89835,0.79812,0.81768,0.50501,0.8928,0.78198,0.81828,0.44246,1.29085,1.70322,0.45096,0.00188,0,0.000473919,0.000473919,0.000473919
158,3379.67,1.03535,1.18522,0.37506,0.00138,0.28887,0.90125,0.79812,0.82267,0.50711,0.88297,0.77926,0.82288,0.4425,1.29647,1.69017,0.47064,0.00185,0,0.000468747,0.000468747,0.000468747
159,3402.74,1.22936,1.33674,0.4814,0.00146,0.34198,0.89244,0.79812,0.82587,0.49371,0.88994,0.77465,0.81435,0.42335,1.3454,1.69481,0.46004,0.00193,0,0.000463579,0.000463579,0.000463579
160,3427.12,1.11635,1.21232,0.42925,0.00135,0.30796,0.92186,0.76995,0.80914,0.49677,0.91062,0.76056,0.81254,0.42651,1.3336,1.75134,0.45452,0.00197,0,0.000458416,0.000458416,0.000458416
161,3451.96,1.11666,1.24452,0.42304,0.00142,0.31098,0.89225,0.81639,0.83337,0.50167,0.88842,0.82236,0.8418,0.42816,1.31295,1.7197,0.43365,0.00188,0,0.000453258,0.000453258,0.000453258
162,3473.93,1.18097,1.37292,0.45546,0.0015,0.33919,0.90007,0.81221,0.84219,0.50457,0.89005,0.79814,0.84078,0.41521,1.31255,1.71925,0.43834,0.00188,0,0.000448106,0.000448106,0.000448106
163,3495.02,1.15442,1.31709,0.42599,0.00144,0.29931,0.89555,0.79343,0.833,0.50307,0.89219,0.78873,0.82903,0.43397,1.31457,1.70863,0.4463,0.00192,0,0.00044296,0.00044296,0.00044296
164,3516.39,1.07031,1.27916,0.399,0.00135,0.28933,0.91225,0.78091,0.82751,0.49922,0.90128,0.77152,0.81861,0.43606,1.32572,1.71049,0.45171,0.00192,0,0.000437821,0.000437821,0.000437821
165,3535.8,1.09552,1.33028,0.40018,0.00136,0.28957,0.90389,0.79475,0.82719,0.50145,0.89855,0.79005,0.8187,0.42301,1.3072,1.70522,0.45924,0.00189,0,0.000432689,0.000432689,0.000432689
166,3556.08,1.14275,1.35753,0.44045,0.0015,0.31187,0.90853,0.7927,0.82849,0.49962,0.89776,0.78331,0.81759,0.42025,1.31349,1.68542,0.4487,0.00189,0,0.000427565,0.000427565,0.000427565
167,3578.32,1.09167,1.23001,0.42882,0.00136,0.29501,0.87074,0.81221,0.81864,0.50096,0.86694,0.80751,0.81574,0.42657,1.30138,1.72241,0.44734,0.00187,0,0.000422449,0.000422449,0.000422449
168,3598.51,1.10962,1.26331,0.41192,0.00145,0.30676,0.86466,0.80987,0.82548,0.50559,0.86818,0.80751,0.82601,0.43192,1.28237,1.71484,0.44749,0.00184,0,0.000417343,0.000417343,0.000417343
169,3618.1,1.06673,1.20734,0.40929,0.0013,0.29148,0.90384,0.79432,0.82988,0.5169,0.91087,0.79343,0.83014,0.42962,1.2907,1.74196,0.44865,0.00186,0,0.000412246,0.000412246,0.000412246
170,3638.76,1.11976,1.28413,0.44074,0.00144,0.3273,0.89653,0.77934,0.81635,0.50692,0.89113,0.77465,0.80851,0.42908,1.29991,1.74172,0.44579,0.00187,0,0.00040716,0.00040716,0.00040716
171,3661.3,1.03981,1.19199,0.4008,0.0013,0.30121,0.91512,0.78873,0.825,0.51296,0.90388,0.77934,0.81302,0.42688,1.29299,1.77825,0.44482,0.00185,0,0.000402084,0.000402084,0.000402084
172,3683.25,1.15698,1.32698,0.43322,0.00147,0.30986,0.92849,0.79251,0.82232,0.50415,0.92299,0.78782,0.82255,0.41599,1.30124,1.76096,0.42884,0.00186,0,0.000397019,0.000397019,0.000397019
173,3703.86,1.0112,1.10467,0.36905,0.00131,0.28822,0.92809,0.78769,0.81956,0.50116,0.92256,0.783,0.81395,0.42546,1.31457,1.74116,0.43368,0.00188,0,0.000391966,0.000391966,0.000391966
174,3724.45,1.16403,1.33597,0.43165,0.00147,0.30585,0.8992,0.76995,0.80825,0.49501,0.90468,0.77465,0.8077,0.43694,1.32541,1.7678,0.44836,0.00194,0,0.000386926,0.000386926,0.000386926
175,3744.81,1.06527,1.28983,0.40408,0.00136,0.31348,0.87363,0.77895,0.79862,0.48358,0.87889,0.78365,0.80366,0.44013,1.34181,1.76369,0.46903,0.00197,0,0.000381899,0.000381899,0.000381899
176,3765.5,1.07932,1.23657,0.42076,0.00135,0.30283,0.87557,0.78873,0.81044,0.49348,0.87557,0.78873,0.81068,0.42988,1.30517,1.71039,0.45429,0.00192,0,0.000376885,0.000376885,0.000376885
177,3784.79,1.0689,1.35269,0.42514,0.00133,0.30349,0.86171,0.81221,0.81914,0.49677,0.86105,0.81221,0.82551,0.4256,1.33443,1.65356,0.45572,0.00191,0,0.000371885,0.000371885,0.000371885
178,3805.79,1.15204,1.2993,0.42476,0.0014,0.28387,0.88026,0.80751,0.81761,0.4938,0.87078,0.79096,0.8027,0.41792,1.34048,1.67453,0.45684,0.00193,0,0.000366899,0.000366899,0.000366899
179,3826.79,1.01479,1.18613,0.37622,0.00127,0.2672,0.87298,0.78404,0.80655,0.4969,0.8983,0.76995,0.80875,0.42914,1.34173,1.69122,0.46299,0.00196,0,0.000361929,0.000361929,0.000361929
180,3847.11,1.15103,1.33633,0.41984,0.00146,0.3012,0.90571,0.75587,0.80434,0.49544,0.91134,0.76056,0.80568,0.42868,1.33237,1.71325,0.46123,0.00195,0,0.000356975,0.000356975,0.000356975
181,3867.62,1.12379,1.32961,0.40361,0.00145,0.30726,0.91343,0.76526,0.81159,0.50185,0.91343,0.76526,0.8075,0.43174,1.30857,1.77415,0.44446,0.0019,0,0.000352037,0.000352037,0.000352037
182,3889.46,1.23145,1.46444,0.46806,0.00146,0.3112,0.88365,0.78446,0.83089,0.50647,0.87836,0.77976,0.83951,0.42778,1.3087,1.77567,0.44462,0.00187,0,0.000347115,0.000347115,0.000347115
183,3913.15,1.09344,1.22496,0.39778,0.00143,0.28111,0.87939,0.7873,0.83455,0.50503,0.89796,0.76995,0.84098,0.43699,1.30357,1.72253,0.43581,0.00184,0,0.000342211,0.000342211,0.000342211
184,3938.36,1.05684,1.23902,0.38752,0.00131,0.29386,0.90935,0.78404,0.83417,0.50615,0.89826,0.77465,0.83096,0.4394,1.30269,1.70994,0.43197,0.00185,0,0.000337325,0.000337325,0.000337325
185,3962.49,1.06876,1.24935,0.39108,0.00133,0.27212,0.89446,0.79577,0.82589,0.5048,0.89378,0.77465,0.82535,0.43293,1.30624,1.72603,0.43184,0.00187,0,0.000332457,0.000332457,0.000332457
186,3986.33,1.0504,1.19365,0.3774,0.00131,0.31037,0.89934,0.79696,0.84534,0.50428,0.89,0.77934,0.84281,0.43324,1.30954,1.72944,0.43372,0.00187,0,0.000327608,0.000327608,0.000327608
187,4008.64,1.13514,1.32897,0.42107,0.00146,0.30434,0.89856,0.79016,0.84065,0.50792,0.90158,0.77409,0.83579,0.42734,1.30736,1.7383,0.44431,0.00185,0,0.000322778,0.000322778,0.000322778
188,4028.04,1.05938,1.17017,0.39951,0.00132,0.28191,0.91614,0.77934,0.8227,0.50198,0.9001,0.77934,0.82683,0.43171,1.30169,1.76384,0.43735,0.00187,0,0.000317969,0.000317969,0.000317969
189,4049.45,1.10467,1.28358,0.38784,0.00137,0.30764,0.91663,0.78404,0.8239,0.49864,0.91663,0.78404,0.82284,0.43129,1.29003,1.77231,0.44751,0.00184,0,0.00031318,0.00031318,0.00031318
190,4070.14,1.02013,1.20151,0.39376,0.00135,0.27687,0.87739,0.8063,0.83262,0.50119,0.90302,0.79812,0.83434,0.42372,1.29876,1.77071,0.45211,0.00183,0,0.000308412,0.000308412,0.000308412
191,4091.56,1.04737,1.23128,0.38763,0.00134,0.26928,0.87653,0.79992,0.83842,0.49815,0.88112,0.80034,0.84758,0.42214,1.3075,1.75941,0.44709,0.00186,0,0.000303665,0.000303665,0.000303665
192,4112.82,1.08439,1.2224,0.39573,0.00136,0.28116,0.89454,0.78404,0.82663,0.49891,0.90566,0.76526,0.82647,0.41883,1.31837,1.7494,0.45727,0.00189,0,0.000298941,0.000298941,0.000298941
193,4135.22,1.02583,1.16609,0.38914,0.00128,0.28502,0.90765,0.76526,0.79516,0.4872,0.91322,0.76995,0.80357,0.41525,1.33979,1.77091,0.48448,0.00194,0,0.000294239,0.000294239,0.000294239
194,4159.78,1.06388,1.27954,0.37855,0.00134,0.30171,0.90514,0.75117,0.79383,0.49442,0.90648,0.74648,0.79934,0.41886,1.34936,1.74064,0.47852,0.00194,0,0.000289561,0.000289561,0.000289561
195,4180.07,1.00288,1.19478,0.37425,0.00126,0.27303,0.91337,0.76056,0.79844,0.49294,0.89991,0.75117,0.79599,0.41897,1.35061,1.72567,0.47181,0.00194,0,0.000284906,0.000284906,0.000284906
196,4200.38,1.10175,1.22417,0.41863,0.00134,0.27148,0.85213,0.81163,0.82478,0.50759,0.86507,0.78257,0.83025,0.4317,1.328,1.69307,0.44523,0.0019,0,0.000280275,0.000280275,0.000280275
197,4220.36,1.03922,1.16402,0.39953,0.00127,0.27972,0.86607,0.79343,0.82694,0.50257,0.85542,0.78404,0.82186,0.42377,1.32617,1.67409,0.43809,0.00189,0,0.000275668,0.000275668,0.000275668
198,4240.94,1.12507,1.29047,0.43076,0.0014,0.28865,0.86845,0.80585,0.82898,0.49808,0.86303,0.79867,0.83024,0.4144,1.318,1.65822,0.44142,0.00187,0,0.000271087,0.000271087,0.000271087
199,4261.04,1.1389,1.29692,0.44703,0.00138,0.2802,0.86983,0.80282,0.84227,0.50123,0.87571,0.79391,0.84773,0.42966,1.30418,1.69821,0.45127,0.00185,0,0.000266532,0.000266532,0.000266532
200,4281.63,1.03604,1.1991,0.38455,0.00138,0.29551,0.87248,0.78404,0.81932,0.49925,0.87598,0.77934,0.82162,0.43978,1.30104,1.71796,0.46646,0.00186,0,0.000262003,0.000262003,0.000262003
201,4302.58,1.13834,1.35523,0.42119,0.00137,0.29949,0.87602,0.77934,0.80506,0.49572,0.87807,0.77934,0.81187,0.44472,1.31875,1.76124,0.45196,0.00189,0,0.0002575,0.0002575,0.0002575
202,4321.62,1.04816,1.23592,0.38808,0.00133,0.30132,0.87785,0.77603,0.81095,0.49841,0.86706,0.76526,0.80837,0.44273,1.32131,1.76484,0.45431,0.00191,0,0.000253024,0.000253024,0.000253024
203,4343.55,1.0124,1.24052,0.37892,0.00129,0.27846,0.87838,0.77934,0.80741,0.49355,0.88001,0.75587,0.80652,0.42534,1.32811,1.7712,0.447,0.0019,0,0.000248577,0.000248577,0.000248577
